Smp Year,Well,Smp date,SMP,Name,DOB,Cyst,Sex,Age,Unit,Unit2,Unit Type,Site,Male S,Leader?,Overthrown?,OD_Values,Concentration,Calculation,Results,Plate,Series,V=WellOD-AvgN/AvgP-AvgN,ODV,S,AVG NOD,AVG POD
2014,D5,9/4/2014,158-159,Cauliflower,2/8/2013,N,F,J,C5,C5,OMU,SK,NA,NA,NA,0.212,,,,3,W,0.081319678,8.131967759,N,0.08525,1.8765
2014,B6,9/6/2014,166,Sol,12/27/2004,N,M,A,B,B,OMU,SK,L,C,Y,0.184,Range?,Range?,negative,3,W,0.056808776,5.680877573,N,0.0825,1.846
2014,C6,9/6/2014,167,Lennon,12/6/2005,N,M,A,K,K,OMU,SK,L,C,N,0.273,Range?,Range?,negative,3,W,0.123148089,12.31480892,N,0.08775,1.413
2014,H4,9/6/2014,168,Jools,7/1/2003,N,F,A,J,J,OMU,SK,NA,NA,NA,0.317,23.282,23.3,Borderline,9,S,0.167148089,16.71480892,N,0.08775,1.413
2014,A8,9/6/2014,169,Mhetik,3/29/2002,N,M,A,J,J,OMU,SK,L,C,Y,0.098,Range?,Range?,negative,5,S,-0.056131823,-5.613182283,N,0.12275,3.9115
2014,A9,9/6/2014,170,Jinka,5/1/2001,N,F,A,J,J,OMU,SK,NA,NA,NA,0.338,25.367,25.4,POSITIVE,7,S,0.194738187,19.47381867,N,0.1035,2.603
2014,F6,9/6/2014,171,Kylie,3/11/2007,N,F,A,K,K,OMU,SK,NA,NA,NA,0.278,Range?,Range?,negative,3,W,0.128148089,12.81480892,N,0.08775,1.413
2014,H6,9/6/2014,173,Bronte,11/12/2006,N,F,A,B,B,OMU,SK,NA,NA,NA,0.28,Range?,Range?,negative,3,W,0.153138722,15.3138722,N,0.093,2.7465
2014,F5,9/6/2014,174,Beatrice,9/9/1998,Y,F,A,B,B,OMU,SK,NA,NA,NA,2.178,210.38,210.4,POSITIVE,10,S,1.904137563,190.4137563,P,0.129,0.8905
2014,C10,9/6/2014,175,Biggie,7/19/2014,N,M,I,B,B,OMU,SK,NA,NA,NA,0.09,Range?,Range?,negative,3,S,-0.025942852,-2.594285247,N,0.08075,2.2945
2014,D10,9/6/2014,176,Muckluck,,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.186,Range?,Range?,negative,1,W,0.042738187,4.273818671,N,0.1035,2.603
2014,G5,9/7/2014,177,Zion,1/1/1997,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,2.072,196.209,196.2,POSITIVE,10,S,1.956057148,195.6057148,P,0.08075,2.2945
2014,G4,9/7/2014,178,Zimbaba,UN,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.254,15.629,15.6,Borderline,9,S,0.123319678,12.33196776,N,0.08525,1.8765
2014,E10,9/8/2014,179,Gibsha,6/18/2013,N,M,I,G,G,OMU,SK,NA,NA,NA,0.096,Range?,Range?,negative,1,W,-0.061510563,-6.151056338,N,0.10075,1.775
2014,F10,9/8/2014,180,Copernicus,2/21/2014,N,M,I,C5,C5,OMU,SK,NA,NA,NA,0.154,Range?,Range?,negative,1,W,0.010738187,1.073818671,N,0.1035,2.603
2014,D7,9/8/2014,181,Jack Sparrow,10/15/2011,N,M,J,N,N,OMU,SK,NA,NA,NA,0.327,9.389,9.4,negative,3,W,0.126174748,12.61747478,N,0.14225,2.4285
2014,H5,9/8/2014,182,Naughty,6/15/2008,N,F,A,N,N,OMU,SK,NA,NA,NA,0.185,Range?,Range?,negative,12,S,0.080513699,8.051369863,N,0.0675,1.825
2014,F11,9/9/2014,183,Cuervo,9/30/2010,N,M,J,C5,C5,OMU,SK,NA,NA,NA,0.161,Range?,Range?,negative,3,S,0.011148089,1.114808917,N,0.08775,1.413
2014,G7,9/9/2014,184,Joker,11/19/2009,N,M,J,J,J,OMU,SK,NA,NA,NA,0.272,Range?,Range?,negative,3,W,0.071174748,7.117474779,N,0.14225,2.4285
2014,G10,9/9/2014,186,Tdog,8/13/2013,N,M,I,V,V,OMU,SK,NA,NA,NA,0.192,Range?,Range?,negative,1,W,0.061319678,6.131967759,N,0.08525,1.8765
2014,B6,9/9/2014,193,Clover,2/20/2009,N,F,SA,C3,C3,OMU,SK,NA,NA,NA,0.092,Range?,Range?,negative,12,S,-0.018381391,-1.838139103,N,0.07025,1.7505
2014,G3,9/16/2014,194,Barbara,12/1/1998,N,F,A,B,B,OMU,SK,NA,NA,NA,0.467,26.918,26.9,POSITIVE,11,S,0.193137563,19.31375632,N,0.129,0.8905
2014,F10,9/16/2014,195,Gohnete,10/1/2000,N,M,A,B,B,OMU,SK,F,P,Y,0.079,Range?,Range?,negative,3,S,-0.03039046,-3.03904597,N,0.079,2.5995
2014,C6,9/16/2014,196,Beverly,12/15/2004,N,F,A,B,B,OMU,SK,NA,NA,NA,0.279,6.974,7,negative,12,S,0.098369439,9.836943874,N,0.07625,0.7305
2014,B9,9/17/2014,197,Blomkvist,11/27/2010,N,M,J,G,G,OMU,SK,NA,NA,NA,0.179,Range?,Range?,negative,3,W,0.063057148,6.305714753,N,0.08075,2.2945
2014,C9,9/17/2014,198,Bumblebee,4/19/2001,N,M,A,G,G,OMU,SK,L,C,N,0.254,Range?,Range?,negative,3,W,0.14460954,14.46095403,N,0.079,2.5995
2014,D6,9/17/2014,200,Naughty,6/15/2008,N,F,A,N,N,OMU,SK,NA,NA,NA,2.173,111.261,111.3,POSITIVE,12,S,2.059479199,205.9479199,P,0.075,1.947
2014,F9,9/17/2014,201,Johnny Depp,1/22/2002,N,M,A,N,N,OMU,SK,L,C,N,0.242,Range?,Range?,negative,3,W,0.121549902,12.15499017,N,0.08075,2.034
2014,E6,9/17/2014,202,Naughty,6/15/2008,N,F,A,N,N,OMU,SK,NA,NA,NA,0.72,29.896,29.9,POSITIVE,12,S,0.576738187,57.67381867,P,0.1035,2.603
2014,H10,9/17/2014,203,Keegle,3/1/2001,N,F,A,K,K,OMU,SK,NA,NA,NA,0.115,Range?,Range?,negative,5,S,-0.034851911,-3.485191083,N,0.08775,1.413
2014,B6,9/18/2014,204,Oshkosh,UN,N,F,A,O,O,OMU,SK,NA,NA,NA,0.223,15.995,16,Borderline,10,S,0.102549902,10.25499017,N,0.08075,2.034
2014,H3,9/18/2014,205,Viper,11/1/2008,Y,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,3.131,313.927,313.9,POSITIVE,11,S,2.874512129,287.4512129,P,0.166,1.8345
2014,C6,9/18/2014,206,Ant,12/16/2008,N,F,A,A,A,OMU,SK,NA,NA,NA,0.289,24.785,24.8,Borderline,10,S,0.088174748,8.817474779,N,0.14225,2.4285
2014,F6,9/18/2014,207,Omily,5/10/2007,N,F,A,O,O,OMU,SK,NA,NA,NA,0.111,Range?,Range?,negative,12,S,-0.145487871,-14.54878714,N,0.166,1.8345
2014,D3,9/18/2014,208,Okidoki,UN,Y,F,A,O,O,OMU,SK,NA,NA,NA,0.739,58.138,58.1,POSITIVE,4,S,0.580166286,58.0166286,P,0.083,1.0945
2014,A4,9/18/2014,209,Diego,3/11/2004,N,M,A,A,A,OMU,SK,L,C,Y,3.207,346.886,346.9,POSITIVE,11,S,2.950512129,295.0512129,P,0.166,1.8345
2014,A11,9/18/2014,210,Imposter,2/1/2006,N,M,A,C3,C3,OMU,SK,L,C,N,0.249,13.38,13.4,negative,7,S,0.099148089,9.914808917,N,0.08775,1.413
2014,A11,9/18/2014,211,Orchid,9/10/2013,N,F,I,O,O,OMU,SK,NA,NA,NA,0.145,6.083,6.1,negative,11,W,0.001738187,0.173818671,N,0.1035,2.603
2014,D11,9/18/2014,212,Crunch,10/30/2013,N,M,I,C5,C5,OMU,SK,NA,NA,NA,0.152,6.564,6.6,negative,11,W,0.008738187,0.873818671,N,0.1035,2.603
2014,D11,9/19/2014,213,Opal,9/1/2010,N,F,J,O,O,OMU,SK,NA,NA,NA,0.136,Range?,Range?,negative,9,W,0.015549902,1.554990167,N,0.08075,2.034
2014,E11,9/19/2014,214,Caipirinhia,6/1/2013,N,F,J,C5,C5,OMU,SK,NA,NA,NA,0.115,3.666,3.7,negative,11,W,-0.015680322,-1.568032241,N,0.08525,1.8765
2014,F10,9/19/2014,215,Bossy,9/25/2010,N,F,SA,B,B,OMU,SK,NA,NA,NA,0.201,Range?,Range?,negative,3,W,0.09160954,9.16095403,N,0.079,2.5995
2014,D6,9/19/2014,216,Mouse,12/15/2004,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.168,5.343,5.3,negative,10,S,-0.028204508,-2.820450751,N,0.0735,0.599
2014,F11,9/20/2014,217,Nadia,9/1/2005,N,F,A,N,N,OMU,SK,NA,NA,NA,0.125,4.488,4.5,negative,11,W,0.020513699,2.051369863,N,0.0675,1.825
2014,G6,9/20/2014,218,Nymphadora,12/18/2006,N,F,A,N,N,OMU,SK,NA,NA,NA,0.083,Range?,Range?,negative,12,S,-0.066851911,-6.685191083,N,0.08775,1.413
2014,A11,9/21/2014,219,Gavin,9/23/2010,N,M,J,G,G,OMU,SK,NA,NA,NA,0.196,Range?,Range?,negative,3,W,0.080057148,8.005714753,N,0.08075,2.2945
2014,H6,9/21/2014,220,Nymphadora,12/18/2006,N,F,A,N,N,OMU,SK,NA,NA,NA,0.084,Range?,Range?,negative,12,S,-0.070131823,-7.013182283,N,0.12275,3.9115
2014,C11,9/21/2014,221,Glenda,7/23/2002,N,F,A,G,G,OMU,SK,NA,NA,NA,0.276,7.109,7.1,negative,9,W,0.171513699,17.15136986,N,0.0675,1.825
2014,B11,9/21/2014,222,Gibsha,6/18/2013,N,M,I,G,G,OMU,SK,NA,NA,NA,0.245,Range?,Range?,negative,9,W,-0.011487871,-1.148787135,N,0.166,1.8345
2014,A7,9/22/2014,223,Beverly,12/15/2004,N,F,A,B,B,OMU,SK,NA,NA,NA,0.096,Range?,Range?,negative,12,S,-0.030861278,-3.086127799,N,0.093,2.7465
2014,E6,9/22/2014,226,Beatrice,9/9/1998,Y,F,A,B,B,OMU,SK,NA,NA,NA,2.041,192.26,192.3,POSITIVE,10,S,1.860369439,186.0369439,P,0.07625,0.7305
2014,A11,9/22/2014,227,Bimbi,12/30/2011,N,F,A,B,B,OMU,SK,NA,NA,NA,0.139,Range?,Range?,negative,9,W,0.02960954,2.96095403,N,0.079,2.5995
2014,F6,9/22/2014,228,Bronte,11/12/2006,N,F,A,B,B,OMU,SK,NA,NA,NA,0.138,Range?,Range?,negative,10,S,-0.042630561,-4.263056126,N,0.07625,0.7305
2014,H10,9/22/2014,229,Biggie,7/19/2014,N,M,I,B,B,OMU,SK,NA,NA,NA,0.186,Range?,Range?,negative,9,W,0.070057148,7.005714753,N,0.08075,2.2945
2014,H6,9/22/2014,230,Phoenix,12/1/2003,N,M,A,B,B,OMU,SK,F,N,UN,0.291,25.096,25.1,POSITIVE,10,S,0.141148089,14.11480892,N,0.08775,1.413
2014,G10,9/22/2014,231,Bucket,7/13/2014,N,F,I,B,B,OMU,SK,NA,NA,NA,0.102,2.434,2.4,negative,11,W,-0.013942852,-1.394285247,N,0.08075,2.2945
2014,B7,9/22/2014,232,Beverly,12/15/2004,N,F,A,B,B,OMU,SK,NA,NA,NA,0.185,Range?,Range?,negative,12,S,-0.088862437,-8.886243683,N,0.129,0.8905
2014,C4,9/22/2014,224-225,Oedipus,UN,N,M,SA,O,O,OMU,SK,NA,NA,NA,2.24,,,,,,2.096738187,209.6738187,P,0.1035,2.603
2014,C7,9/23/2014,233,Omily,5/10/2007,N,F,A,O,O,OMU,SK,NA,NA,NA,0.137,Range?,Range?,negative,12,S,0.02760954,2.76095403,N,0.079,2.5995
2014,G11,9/23/2014,234,Opal,9/1/2010,N,F,J,O,O,OMU,SK,NA,NA,NA,0.205,Range?,Range?,negative,3,W,0.084549902,8.454990167,N,0.08075,2.034
2014,H11,9/23/2014,235,Autumn,9/11/2010,N,F,J,A,A,OMU,SK,NA,NA,NA,0.235,Range?,Range?,negative,3,W,0.119057148,11.90571475,N,0.08075,2.2945
2014,G10,9/23/2014,236,Akira,3/7/2014,N,M,I,A,A,OMU,SK,NA,NA,NA,0.115,Range?,Range?,negative,9,W,-0.034851911,-3.485191083,N,0.08775,1.413
2014,B7,9/23/2014,237,Elias,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.276,7.109,7.1,negative,9,W,0.162479199,16.24791988,N,0.075,1.947
2014,E10,9/23/2014,240,Django,4/2/2003,N,M,A,O,O,OMU,SK,L,C,N,0.115,Range?,Range?,negative,9,W,-0.015680322,-1.568032241,N,0.08525,1.8765
2014,D7,9/23/2014,241,Omily,5/10/2007,N,F,A,O,O,OMU,SK,NA,NA,NA,0.109,Range?,Range?,negative,12,S,-0.001381391,-0.138139103,N,0.07025,1.7505
2014,F10,9/23/2014,246,Qwoffi,4/30/2014,N,M,I,Q,Q,OMU,SK,NA,NA,NA,0.108,2.968,3,negative,11,W,0.003513699,0.351369863,N,0.0675,1.825
2014,C7,9/23/2014,244-245,Qtip,1/1/2004,N,F,A,Q,Q,OMU,SK,NA,NA,NA,1.5845,,,,10,S,1.434648089,143.4648089,P,0.08775,1.413
2014,C10,9/24/2014,247,Bajaj,9/14/2014,N,F,I,B,B,OMU,SK,NA,NA,NA,0.225,Range?,Range?,negative,9,W,0.111479199,11.14791988,N,0.075,1.947
2014,D7,9/24/2014,248,Biera,4/12/2010,N,F,SA,B,B,OMU,SK,NA,NA,NA,0.801,72.396,72.4,POSITIVE,10,S,0.544512129,54.45121286,P,0.166,1.8345
2014,A10,9/24/2014,249,Bossy,9/25/2010,N,F,A,B,B,OMU,SK,NA,NA,NA,0.331,14.362,14.4,negative,9,W,0.176868177,17.68681772,N,0.12275,3.9115
2014,F7,9/24/2014,250,Beatrice,9/9/1998,Y,F,A,B,B,OMU,SK,NA,NA,NA,1.496,133.005,133,POSITIVE,10,S,1.299795492,129.9795492,P,0.0735,0.599
2014,A10,9/24/2014,251,Bunna,12/1/1998,N,F,A,B,B,OMU,SK,NA,NA,NA,0.108,3.043,3,negative,11,W,-0.049510563,-4.951056338,N,0.10075,1.775
2014,C7,9/24/2014,252,Buffy,9/3/2008,N,F,A,B,B,OMU,SK,NA,NA,NA,0.179,Range?,Range?,negative,1,W,0.06960954,6.96095403,N,0.079,2.5995
2014,A2,9/24/2014,253,Byork,7/16/2010,N,F,J,B,B,OMU,SK,NA,NA,NA,0.24,Range?,Range?,negative,9,W,0.085868177,8.586817717,N,0.12275,3.9115
2014,G5,9/24/2014,254,Biera,4/12/2010,N,F,SA,B,B,OMU,SK,NA,NA,NA,0.51,42.039,42,POSITIVE,7,S,0.379319678,37.93196776,P,0.08525,1.8765
2014,A7,9/24/2014,255,Bucket,7/13/2014,N,F,I,B,B,OMU,SK,NA,NA,NA,0.115,Range?,Range?,negative,9,W,-0.034851911,-3.485191083,N,0.08775,1.413
2014,E3,9/29/2014,BS 1,B1,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,0.121,Range?,Range?,negative,15,W,-0.135487871,-13.54878714,N,0.166,1.8345
2014,H10,9/29/2014,BS 2,B4,UN,N,M,J,AMG2,AMG1,BA,LL,NA,NA,NA,0.092,Range?,Range?,negative,6,S,-0.038680322,-3.868032241,N,0.08525,1.8765
2014,F8,9/29/2014,BS 4,B6,UN,Y,M,A,AMG2,AMG1,BA,LL,B,B,NA,2.577,184.965,185,POSITIVE,11,S,2.466618609,246.6618609,P,0.07025,1.7505
2014,C5,9/29/2014,BS 5,B8,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,1.199,90.166,90.2,POSITIVE,4,S,1.002795492,100.2795492,P,0.0735,0.599
2014,H11,9/29/2014,BS 6,B9,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,0.207,Range?,Range?,negative,5,S,0.096618609,9.661860897,N,0.07025,1.7505
2014,C9,9/29/2014,BS 7,B10,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,0.19,3.826,3.8,negative,11,S,0.069549902,6.954990167,N,0.08075,2.034
2014,A2,9/30/2014,BS 10,B5,UN,N,M,J,AMG2,AMG1,BA,LL,NA,NA,NA,0.102,2.424,2.4,negative,11,W,-0.094204508,-9.420450751,N,0.0735,0.599
2014,D7,9/30/2014,BS 11,B14,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,2.958,259.113,259.1,POSITIVE,11,S,2.757174748,275.7174748,P,0.14225,2.4285
2014,B2,9/30/2014,BS 12,B9,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,0.105,2.671,2.7,negative,11,W,-0.038261813,-3.826181329,N,0.1035,2.603
2014,G8,9/30/2014,BS 13,B16,UN,N,M,A,AMG2,AMG1,BA,LL,B,B,NA,0.172,Range?,Range?,negative,4,W,0.067513699,6.751369863,N,0.0675,1.825
2014,A9,9/30/2014,BS 15,B18,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,0.228,12.317,12.3,negative,4,W,0.027174748,2.717474779,N,0.14225,2.4285
2014,A11,9/30/2014,BS 16,B19,UN,N,M,J,AMG1,AMG1,BA,LL,NA,NA,NA,1.007,63.699,63.7,POSITIVE,5,S,0.891057148,89.10571475,P,0.08075,2.2945
2014,C9,9/30/2014,BS 18,B3,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,0.788,41.465,41.5,POSITIVE,6,S,0.638148089,63.81480892,P,0.08775,1.413
2014,D12,9/30/2014,BS 19,B20,UN,N,M,J,AMG1,AMG1,BA,LL,NA,NA,NA,0.432,23.724,23.7,Borderline,5,S,0.318479199,31.84791988,P,0.075,1.947
2014,F9,9/30/2014,BS 20,B21,UN,N,M,A,AMG1,AMG1,BA,LL,B,B,NA,0.182,2.885,2.9,negative,4,W,0.077513699,7.751369863,N,0.0675,1.825
2014,G9,9/30/2014,BS 21,B11,UN,N,M,A,AMG2,AMG1,BA,LL,B,B,NA,0.188,4.237,4.2,negative,4,W,0.057319678,5.731967759,N,0.08525,1.8765
2014,G7,9/30/2014,BS 22,B7,UN,Y,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,1.362,77.335,77.3,POSITIVE,11,S,1.165795492,116.5795492,P,0.0735,0.599
2014,D10,9/30/2014,BS 27,B17,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,0.222,11.131,11.1,negative,4,W,0.021174748,2.117474779,N,0.14225,2.4285
2014,C8,9/30/2014,BS 28B,B22,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,0.548,31.77,31.8,POSITIVE,11,S,0.398148089,39.81480892,P,0.08775,1.413
2014,F11,9/30/2014,BS 29,B13,UN,N,M,SA,AMG2,AMG1,BA,LL,NA,NA,NA,0.337,25.333,25.3,POSITIVE,7,S,0.136174748,13.61747478,N,0.14225,2.4285
2014,E8,9/30/2014,BS 30,B2,UN,N,M,SA,AMG1,AMG1,BA,LL,NA,NA,NA,3.249,368.51,368.5,POSITIVE,11,S,3.091489437,309.1489437,P,0.10075,1.775
2014,A10,9/30/2014,BS 31,B20,UN,N,M,J,AMG1,AMG1,BA,LL,NA,NA,NA,0.261,5.049,5,negative,6,S,0.117738187,11.77381867,N,0.1035,2.603
2014,C3,10/2/2014,256,Debra,5/1/1997,Y,F,A,D,D,OMU,SK,NA,NA,NA,0.772,63.497,63.5,POSITIVE,9,S,0.641319678,64.13196776,P,0.08525,1.8765
2014,D8,10/2/2014,257,Delia,2/16/2001,N,F,A,D,D,OMU,SK,NA,NA,NA,0.184,Range?,Range?,negative,6,S,0.068057148,6.805714753,N,0.08075,2.2945
2014,G7,10/2/2014,258,Viper,11/1/2008,Y,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.874,78.488,78.5,POSITIVE,10,S,0.746808776,74.68087757,P,0.0825,1.846
2014,E7,10/2/2014,259,Clover,2/20/2009,N,F,SA,C3,C3,OMU,SK,NA,NA,NA,0.211,Range?,Range?,negative,12,S,-0.045487871,-4.548787135,N,0.166,1.8345
2014,E4,10/2/2014,260,Sean,10/24/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.286,14.323,14.3,negative,11,S,0.105369439,10.53694387,N,0.07625,0.7305
2014,H12,10/2/2014,261,Vex,12/1/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.144,Range?,Range?,negative,5,S,0.033618609,3.361860897,N,0.07025,1.7505
2014,H7,10/2/2014,262,Walia,UN,N,M,A,AMG3,AMG3,BA,SK,B,B,UN,0.637,58.521,58.5,POSITIVE,10,S,0.482868177,48.28681772,P,0.12275,3.9115
2014,A8,10/2/2014,263,Viper,11/1/2008,Y,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,1.251,110.616,110.6,POSITIVE,10,S,1.120319678,112.0319678,P,0.08525,1.8765
2014,D8,10/2/2014,265,Sean,10/24/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.217,15.129,15.1,Borderline,10,S,-0.039487871,-3.948787135,N,0.166,1.8345
2014,D7,10/2/2014,266,Tinkerbelle,UN,N,M,A,AMG3,AMG3,BA,SK,B,B,UN,0.226,Range?,Range?,negative,9,W,0.068489437,6.848943662,N,0.10075,1.775
2014,F7,10/2/2014,267,Jason Bourne,1/1/2008,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.191,Range?,Range?,negative,12,S,0.077479199,7.747919877,N,0.075,1.947
2014,F8,10/2/2014,268,Dixy,1/14/2009,N,F,J,D,D,OMU,SK,NA,NA,NA,0.235,17.711,17.7,Borderline,10,S,0.038795492,3.879549249,N,0.0735,0.599
2014,G4,10/2/2014,264B,Don Juan,9/14/2006,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.52,30.104,30.1,POSITIVE,11,S,0.323795492,32.37954925,P,0.0735,0.599
2014,E2,10/4/2014,271,Blarney,2/16/2009,N,F,A,B,B,OMU,SK,NA,NA,NA,0.164,7.454,7.5,negative,11,W,0.037138722,3.713872201,N,0.093,2.7465
2014,H11,10/4/2014,272,Bianca,8/16/2010,N,F,SA,B,B,OMU,SK,NA,NA,NA,0.972,60.922,60.9,POSITIVE,3,S,0.867513699,86.75136986,P,0.0675,1.825
2014,G8,10/4/2014,274,Dale,5/4/2009,N,M,J,D,D,OMU,SK,NA,NA,NA,0.501,46.532,46.5,POSITIVE,10,S,0.380549902,38.05499017,P,0.08075,2.034
2014,H9,10/4/2014,275,Qhorin,4/14/2001,N,M,A,Q,Q,OMU,SK,L,C,N,2.902,291.714,291.7,POSITIVE,9,W,2.705795492,270.5795492,P,0.0735,0.599
2014,G9,10/4/2014,276,Crunch,10/30/2013,N,M,I,C3,C3,OMU,SK,NA,NA,NA,0.316,12.68,12.7,negative,9,W,0.205618609,20.5618609,N,0.07025,1.7505
2014,H8,10/4/2014,277,Beatrice,9/9/1998,Y,F,A,B,B,OMU,SK,NA,NA,NA,1.653,148.402,148.4,POSITIVE,10,S,1.54360954,154.360954,P,0.079,2.5995
2014,B9,10/4/2014,278,Yoshi,3/9/2006,N,M,A,Z5,Z5,OMU,SK,F,O,Y,0.833,75.123,75.1,POSITIVE,10,S,0.678868177,67.88681772,P,0.12275,3.9115
2014,F2,10/4/2014,279,Zygote,11/5/2013,N,F,I,Z5,Z5,OMU,SK,NA,NA,NA,0.088,0.776,0.8,negative,11,W,-0.016486301,-1.648630137,N,0.0675,1.825
2014,C9,10/4/2014,280,Wakawaka,7/23/2005,N,M,A,Z3,Z3,OMU,SK,L,C,N,0.658,60.318,60.3,POSITIVE,10,S,0.457174748,45.71747478,P,0.14225,2.4285
2014,G9,10/4/2014,284,Zirzir,11/16/2009,N,M,J,Z5,Z5,OMU,SK,NA,NA,NA,0.229,16.85,16.9,Borderline,10,S,0.11960954,11.96095403,N,0.079,2.5995
2014,A10,10/4/2014,285,Imposter,2/1/2006,N,M,A,C3,C3,OMU,SK,L,C,N,0.346,31.305,31.3,POSITIVE,10,S,0.196148089,19.61480892,N,0.08775,1.413
2014,A5,10/4/2014,273B,Borneo,1/28/2012,N,F,J,B,B,OMU,SK,NA,NA,NA,3.163,326.813,326.8,POSITIVE,11,S,3.047057148,304.7057148,P,0.08075,2.2945
2014,B5,10/4/2014,281A,Zion,1/1/1997,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.27,12.911,12.9,negative,11,S,0.16060954,16.06095403,N,0.079,2.5995
2014,F9,10/4/2014,282-283,Zeus,4/12/1998,Y,M,A,Z5,Z5,OMU,SK,F,O,Y,1.2605,,,,,,1.150118609,115.0118609,P,0.07025,1.7505
2014,C10,10/5/2014,286,Qhorin,4/14/2001,N,M,A,Q,Q,OMU,SK,L,C,N,1.742,157.686,157.7,POSITIVE,10,S,1.485512129,148.5512129,P,0.166,1.8345
2014,D10,10/5/2014,287,Qhorin,4/14/2001,N,M,A,Q,Q,OMU,SK,L,C,N,1.56,139.15,139.2,POSITIVE,10,S,1.444057148,144.4057148,P,0.08075,2.2945
2014,B8,10/5/2014,288,Mohammed,9/9/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.227,Range?,Range?,negative,9,W,0.077148089,7.714808917,N,0.08775,1.413
2014,G7,10/5/2014,289,Mekele,1/25/2014,N,M,I,M1,M1,OMU,SK,NA,NA,NA,0.68,28.089,28.1,POSITIVE,12,S,0.575513699,57.55136986,P,0.0675,1.825
2014,D8,10/5/2014,290,Joker,11/19/2009,N,M,SA,J,J,OMU,SK,NA,NA,NA,0.328,13.999,14,negative,9,W,0.147369439,14.73694387,N,0.07625,0.7305
2014,F12,10/5/2014,291,Zoo,3/26/2001,N,F,A,Z3,Z3,OMU,SK,NA,NA,NA,0.833,52.849,52.8,POSITIVE,3,S,0.702319678,70.23196776,P,0.08525,1.8765
2014,G2,10/5/2014,292,Amelia,2/8/2010,N,F,A,A,A,OMU,SK,NA,NA,NA,0.099,2.137,2.1,negative,11,W,-0.058510563,-5.851056338,N,0.10075,1.775
2014,E10,10/5/2014,293,Yellowman,11/6/1998,Y,M,A,N,N,OMU,SK,F,O,Y,1.565,139.639,139.6,POSITIVE,10,S,1.444549902,144.4549902,P,0.08075,2.034
2014,D12,10/5/2014,294,Tea,6/4/2002,N,F,A,T,T,OMU,SK,NA,NA,NA,0.127,Range?,Range?,negative,3,S,-0.022851911,-2.285191083,N,0.08775,1.413
2014,H7,10/6/2014,295,Zoo,3/26/2001,N,F,A,Z3,Z3,OMU,SK,NA,NA,NA,0.111,Range?,Range?,negative,12,S,-0.069630561,-6.963056126,N,0.07625,0.7305
2014,H8,10/6/2014,296,Zebra,7/2/2007,N,F,SA,Z3,Z3,OMU,SK,NA,NA,NA,0.144,Range?,Range?,negative,9,W,-0.052204508,-5.220450751,N,0.0735,0.599
2014,H2,10/6/2014,297,Zoe,10/2/2009,N,F,A,Z3,Z3,OMU,SK,NA,NA,NA,0.09,1.07,1.1,negative,11,W,-0.020381391,-2.038139103,N,0.07025,1.7505
2014,A9,10/6/2014,298,B32,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.148,Range?,Range?,negative,9,W,0.020808776,2.080877573,N,0.0825,1.846
2014,B9,10/6/2014,299,B33,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.172,Range?,Range?,negative,9,W,0.067513699,6.751369863,N,0.0675,1.825
2014,F5,10/6/2014,300,B34,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.565,32.73,32.7,POSITIVE,11,S,0.410868177,41.08681772,P,0.12275,3.9115
2014,C9,10/6/2014,301,B35,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.3,10.63,10.6,negative,9,W,0.189618609,18.9618609,N,0.07025,1.7505
