"ORDER","UNIT","NAME","ID","SEX","EVENT","DATE","STATUS","MOM","INF.NAME"
"2","D","Delia","DEL","F","Independent",NA,"Natal","Dotty",""
"1","unknown","Demon","DEM","M","DOB",2006-12-10,"","",""
"2","D","Demon","DEM","M","Takes over unit",2015-03-28,"","",""
"3","D","Demon","DEM","M","END",2015-12-26,"","",""
"1","D","Dessie","DES","F","DOB",2003-01-27,"Natal","Debra",""
"3","D","Dessie","DES","F","START",2006-01-14,"","Debra",""
"4","D","Dessie","DES","F","Female maturation",2007-06-06,"C","Debra",""
"5","D","Dessie","DES","F","Takeover",2008-06-17,"C","Debra",""
"6","D","Dessie","DES","F","Conception",2008-11-02,"P","Debra","Dale"
"7","D","Dessie","DES","F","First Birth",2009-05-04,"L","Debra","Dale"
"8","D","Dessie","DES","F","Wean (swell)",2011-03-25,"C","Debra","Dale"
"9","D","Dessie","DES","F","Conception",2012-12-24,"P","Debra","Daenarys"
"10","D","Dessie","DES","F","Birth",2013-06-24,"L","Debra","Daenarys"
"11","D","Dessie","DES","F","Takeover",2015-03-15,"L","Debra","Daenarys"
"13","D","Dessie","DES","F","Takeover",2015-03-19,"C","Debra",""
"12","D","Dessie","DES","F","Wean (swell)",2015-03-19,"C","Debra","Daenarys"
"14","D","Dessie","DES","F","Takeover",2015-03-28,"C","Debra",""
"15","D","Dessie","DES","F","END",2015-12-26,"","Debra",""
"2","D","Dessie","DES","F","Independent",NA,"Natal","Debra",""
"1","unknown","Devil","DEV","M","DOB",1999-01-02,"","",""
"2","D","Devil","DEV","M","START",2008-06-17,"Leader","",""
"3","D","Devil","DEV","M","Takes over unit",2008-06-17,"Leader","",""
"5","D","Devil","DEV","M","Leader to follower",2015-03-15,"Follower","",""
"4","D","Devil","DEV","M","Overthrown",2015-03-15,"Follower","",""
"6","D","Devil","DEV","M","END",2015-12-26,"","",""
"1","A","Dexi","DEX","M","DOB",2006-10-16,"Natal","Arlene",""
"2","A","Dexi","DEX","M","START",2006-10-16,"Natal","Arlene",""
"4","A","Dexi","DEX","M","Independent",2008-03-12,"Natal","Arlene",""
"3","A","Dexi","DEX","M","Mom died",2008-03-12,"","",""
"5","A","Dexi","DEX","M","END",NA,"Natal","Arlene",""
"1","D","Diana","DIA","F","DOB",2007-05-25,"Natal","Delia",""
"2","D","Diana","DIA","F","Independent",2008-06-17,"Natal","Delia",""
"3","D","Diana","DIA","F","Independent",2008-06-17,"Natal","Delia",""
"4","D","Diana","DIA","F","Takeover",2008-06-17,"","Delia",""
"5","D","Diana","DIA","F","Female maturation",2011-10-18,"C","Delia",""
"6","D","Diana","DIA","F","START",2011-10-21,"C","Delia",""
"7","D","Diana","DIA","F","Conception",2012-09-30,"P","Delia","Dinky"
"8","D","Diana","DIA","F","First Birth",2013-04-01,"L","Delia","Dinky"
"9","D","Diana","DIA","F","Takeover",2015-03-15,"C","Delia","Dinky"
"10","D","Diana","DIA","F","Wean (swell)",2015-03-15,"C","Delia","Dinky"
"11","D","Diana","DIA","F","Takeover",2015-03-19,"C","Delia",""
"12","D","Diana","DIA","F","Takeover",2015-03-28,"C","Delia",""
"13","D","Diana","DIA","F","Conception",2015-06-28,"P","Delia","Dasher"
"14","D","Diana","DIA","F","Birth",2015-12-25,"L","Delia","Dasher"
"15","D","Diana","DIA","F","END",2015-12-26,"","",""
"1","unknown","Diego","DIE","M","DOB",2004-03-11,"","",""
"3","A","Diego","DIE","M","START",2013-03-01,"Leader","",""
"2","A","Diego","DIE","M","Takes over unit",2013-03-01,"Leader","",""
"4","A","Diego","DIE","M","Leader to follower",2015-03-18,"","",""
"5","A","Diego","DIE","M","END",2015-12-26,"","",""
"1","unknown","Dikos","DIK","M","DOB",2002-10-12,"","",""
"2","AMG","Dikos","DIK","M","START",2010-01-26,"Bachelor","",""
"3","C3","Dikos","DIK","M","Takes over unit",2011-01-28,"Leader","",""
"5","C3","Dikos","DIK","M","Leader to follower",2012-03-22,"Former leader","",""
"4","C3","Dikos","DIK","M","Overthrown",2012-03-22,"Former leader","",""
"6","C3","Dikos","DIK","M","Takes over unit",2013-08-31,"Leader","",""
"8","C3","Dikos","DIK","M","Leader to follower",2013-09-02,"Former leader","",""
"7","C3","Dikos","DIK","M","Overthrown",2013-09-02,"Former leader","",""
"10","C3","Dikos","DIK","M","END",2014-06-03,"Former leader","",""
"1","D","Dill","DIL","M","DOB",2010-10-29,"Natal","Debra",""
"2","D","Dill","DIL","M","START",2010-10-29,"Natal","Debra",""
"3","D","Dill","DIL","M","Independent",2011-10-18,"Natal","Debra",""
"4","D","Dill","DIL","M","Takeover",2015-03-15,"Natal","Debra",""
"5","D","Dill","DIL","M","Takeover",2015-03-19,"Natal","Debra",""
"6","D","Dill","DIL","M","Takeover",2015-03-28,"Natal","Debra",""
"7","D","Dill","DIL","M","END",2015-12-26,"","",""
"1","D","Dinky","DIN","F","DOB",2013-04-01,"Natal","Diana",""
"3","D","Dinky","DIN","F","Independent",2015-03-15,"Natal","Diana",""
"2","D","Dinky","DIN","F","Takeover",2015-03-15,"Natal","Diana",""
"4","D","Dinky","DIN","F","Takeover",2015-03-19,"Natal","Diana",""
"5","D","Dinky","DIN","F","Takeover",2015-03-28,"Natal","Diana",""
"6","D","Dinky","DIN","F","END",2015-12-26,"","",""
"1","D","Dixy","DIX","F","DOB",2009-01-14,"Natal","Debra",""
"2","D","Dixy","DIX","F","Independent",2010-04-21,"Natal","Debra",""
"3","D","Dixy","DIX","F","START",2011-10-05,"Natal","Debra",""
"4","D","Dixy","DIX","F","Female maturation",2015-03-09,"C","Debra",""
"5","D","Dixy","DIX","F","Takeover",2015-03-15,"C","Debra",""
"6","D","Dixy","DIX","F","Takeover",2015-03-19,"C","Debra",""
"7","D","Dixy","DIX","F","Takeover",2015-03-28,"C","Debra",""
"8","D","Dixy","DIX","F","END",2015-12-26,"","",""
"1","O","Django","DJA","M","DOB",2003-04-02,"Natal","",""
"2","O","Django","DJA","M","START",2013-03-28,"Leader","",""
"3","O","Django","DJA","M","Takes over unit",2013-03-28,"Leader","",""
"5","O","Django","DJA","M","STOP",2014-10-16,"","",""
"4","O","Django","DJA","M","END",2014-10-16,"","",""
"1","L","Djembe","DJE","M","DOB",2008-02-23,"Natal","Lorna",""
"2","L","Djembe","DJE","M","START",2008-02-23,"Natal","Lorna",""
"3","L","Djembe","DJE","M","Independent",2010-03-03,"Natal","Lorna",""
"4","L","Djembe","DJE","M","Takeover",2012-05-27,"Natal","Lorna",""
"6","L","Djembe","DJE","M","STOP",2013-01-31,"Natal","Lorna",""
"5","L","Djembe","DJE","M","END",2013-01-31,"Natal","Lorna",""
"1","unknown","Djibouti","DJI","M","DOB",1997-01-03,"","",""
"2","D","Djibouti","DJI","M","START",2006-01-01,"Leader","",""
"3","D","Djibouti","DJI","M","Overthrown",2008-06-17,"Former leader","",""
"4","D","Djibouti","DJI","M","DIS",2008-06-17,"Former leader","",""
"5","D","Djibouti","DJI","M","END",2013-08-12,"Former leader","",""
"1","D","Dolly","DOL","F","DOB",2009-09-03,"Natal","Delia",""
"2","D","Dolly","DOL","F","Independent",2010-05-15,"Natal","Delia",""
"3","D","Dolly","DOL","F","START",2011-10-12,"Natal","Delia",""
"4","D","Dolly","DOL","F","Female maturation",2015-02-25,"C","Delia",""
"5","D","Dolly","DOL","F","Takeover",2015-03-15,"C","Delia",""
"6","D","Dolly","DOL","F","Takeover",2015-03-19,"C","Delia",""
"7","D","Dolly","DOL","F","Takeover",2015-03-28,"C","Delia",""
"8","D","Dolly","DOL","F","END",2015-12-26,"","",""
"1","M","Domino","DOM","M","DOB",2008-12-12,"Natal","Moo",""
"2","M","Domino","DOM","M","START",2008-12-12,"Natal","Moo",""
"3","M","Domino","DOM","M","Independent",2010-04-15,"Natal","Moo",""
"4","M2","Domino","DOM","M","Fission",2011-10-25,"Natal","Moo",""
"5","unknown","Domino","DOM","M","Emigration - JUV/SA male",2013-01-30,"Natal","Moo",""
"6","M2","Domino","DOM","M","Takeover",2013-07-20,"Natal","Moo",""
"7","M2","Domino","DOM","M","Takeover",2013-08-11,"Natal","Moo",""
"8","M2","Domino","DOM","M","END",2015-12-26,"","Moo",""
"1","D","Don Juan","DON","M","DOB",2006-09-14,"Natal","Dotty",""
"2","D","Don Juan","DON","M","START",2006-09-14,"Natal","Dotty",""
"3","D","Don Juan","DON","M","Independent",2008-01-25,"Natal","Dotty",""
"4","D","Don Juan","DON","M","Mom died",2009-05-14,"","",""
"5","AMG","Don Juan","DON","M","Emigration - JUV/SA male",2014-06-14,"Natal","Dotty",""
"6","AMG","Don Juan","DON","M","Joins AMG",2014-06-14,"Bachelor","Dotty",""
"7","AMG","Don Juan","DON","M","Subadult 2",2015-01-01,"Bachelor","Dotty",""
"8","AMG","Don Juan","DON","M","END",2015-12-26,"","Dotty",""
"1","Z","Doodah","DOO","M","DOB",2011-09-18,"Natal","Zipadee",""
"2","Z","Doodah","DOO","M","START",2011-09-18,"Natal","Zipadee",""
"3","Z","Doodah","DOO","M","Independent",2013-05-16,"Natal","Zipadee",""
"4","Z","Doodah","DOO","M","Mom died",2014-02-15,"","Zipadee",""
"5","Z","Doodah","DOO","M","Takeover",2014-05-27,"Natal","Zipadee",""
"6","Z2","Doodah","DOO","M","Fission",2014-06-16,"Natal","Zipadee",""
"7","Z5","Doodah","DOO","M","Fusion",2014-07-31,"Natal","Zipadee",""
"8","Z2","Doodah","DOO","M","Takeover",2014-07-31,"Natal","Zipadee",""
"9","Z","Doodah","DOO","M","END",2015-12-26,"","Zipadee",""
"1","D","Doppler","DOP","M","DOB",2011-10-04,"Natal","Delia",""
"2","D","Doppler","DOP","M","Independent",2012-11-28,"Natal","Delia",""
"3","D","Doppler","DOP","M","Independent",2012-11-28,"Natal","Delia",""
"4","D","Doppler","DOP","M","START",2012-11-28,"Natal","Delia",""
"5","D","Doppler","DOP","M","Takeover",2015-03-15,"Natal","Delia",""
"6","D","Doppler","DOP","M","Takeover",2015-03-19,"Natal","Delia",""
"7","D","Doppler","DOP","M","Takeover",2015-03-28,"Natal","Delia",""
"8","D","Doppler","DOP","M","END",2015-12-26,"","",""
"1","D","Dotty","DOT","F","DOB",1985-05-20,"Natal","",""
"5","D","Dotty","DOT","F","START",2006-01-14,"C","",""
"6","D","Dotty","DOT","F","Conception",2006-03-15,"P","","Don Juan"
"7","D","Dotty","DOT","F","Birth",2006-09-14,"L","","Don Juan"
"8","D","Dotty","DOT","F","Wean (swell)",2008-01-25,"C","","Don Juan"
"9","D","Dotty","DOT","F","Takeover",2008-06-17,"C","",""
"10","D","Dotty","DOT","F","Conception",2008-10-15,"P","","Doughty"
"11","D","Dotty","DOT","F","Birth",2009-04-16,"L","","Doughty"
"13","D","Dotty","DOT","F","DOD",2009-05-14,"","",""
"14","D","Dotty","DOT","F","END",2009-05-14,"","",""
"12","D","Dotty","DOT","F","Inf Death",2009-05-14,"C","","Doughty"
"3","D","Dotty","DOT","F","Female maturation",NA,"C","",""
"4","D","Dotty","DOT","F","First Birth",NA,"L","",""
"2","D","Dotty","DOT","F","Independent",NA,"Natal","",""
"1","D","Doughty","DOU","M","DOB",2009-04-16,"Natal","Dotty",""
"2","D","Doughty","DOU","M","START",2009-04-16,"Natal","Dotty",""
"4","D","Doughty","DOU","M","DOD",2009-05-14,"Natal","Dotty",""
"5","D","Doughty","DOU","M","END",2009-05-14,"Natal","Dotty",""
"3","D","Doughty","DOU","M","Mom died",2009-05-14,"","",""
"1","D","Drogo","DRO","M","DOB",2013-05-28,"Natal","Debra",""
"2","D","Drogo","DRO","M","START",2013-05-28,"Natal","Debra",""
"3","D","Drogo","DRO","M","Independent",2014-05-13,"Natal","Debra",""
"4","D","Drogo","DRO","M","Takeover",2015-03-15,"Natal","Debra",""
"5","D","Drogo","DRO","M","Takeover",2015-03-19,"Natal","Debra",""
"6","D","Drogo","DRO","M","Takeover",2015-03-28,"Natal","Debra",""
"7","D","Drogo","DRO","M","END",2015-12-26,"","",""
"1","unknown","Dubai","DUB","M","DOB",1996-10-18,"","",""
"2","B","Dubai","DUB","M","START",2006-04-17,"Follower","",""
"3","B1","Dubai","DUB","M","Fission",2009-07-24,"Follower","",""
"4","AMG","Dubai","DUB","M","Joins AMG",2010-12-07,"Bachelor","",""
"6","AMG","Dubai","DUB","M","Joins AMG",2010-12-07,"Bachelor","",""
"5","AMG","Dubai","DUB","M","END",2010-12-14,"Bachelor","",""
"1","Z","Dude","DUD","M","DOB",2008-08-10,"Natal","Zipadee",""
"2","Z","Dude","DUD","M","START",2008-08-10,"Natal","Zipadee",""
"4","Z","Dude","DUD","M","DOD",2013-12-16,"Natal","Zipadee",""
"5","Z","Dude","DUD","M","END",2014-01-10,"Natal","Zipadee",""
"3","Z","Dude","DUD","M","Independent",NA,"Natal","Zipadee",""
"1","unknown","Dumbass","DUM","M","DOB",2000-05-31,"","",""
"2","T","Dumbass","DUM","M","START",2010-04-24,"Follower","",""
"3","AMG","Dumbass","DUM","M","Emigration - Adult male",2010-10-11,"Bachelor","",""
"4","AMG","Dumbass","DUM","M","Joins AMG",2010-10-27,"Bachelor","",""
"6","AMG","Dumbass","DUM","M","END",2013-10-31,"","",""
"5","AMG","Dumbass","DUM","M","Joins AMG",2013-10-31,"Bachelor","",""
"1","H1","Eeyore","EEY","M","DOB",2010-10-26,"Natal","Harriet",""
"2","H1","Eeyore","EEY","M","START",2010-10-26,"Natal","Harriet",""
"4","H1","Eeyore","EEY","M","END",NA,"Natal","Harriet",""
"3","H1","Eeyore","EEY","M","Independent",NA,"Natal","Harriet",""
"1","T","Elias","ELI","M","DOB",2007-06-07,"Natal","Trudy",""
"2","T","Elias","ELI","M","START",2007-06-07,"Natal","Trudy",""
"3","T","Elias","ELI","M","Independent",2009-03-10,"Natal","Trudy",""
"4","unknown","Elias","ELI","M","Emigration - JUV/SA male",2013-04-05,"Natal","Trudy",""
"5","unknown","Elias","ELI","M","END",2015-12-26,"","",""
"1","unknown","Elrond","ELR","M","DOB",2003-07-14,"","",""
"2","L","Elrond","ELR","M","START",2011-10-30,"Leader","",""
"3","L","Elrond","ELR","M","Takes over unit",2011-10-30,"Leader","",""
"5","L","Elrond","ELR","M","END",2012-03-13,"Leader","",""
"6","L","Elrond","ELR","M","DIS",2012-03-13,"Leader","",""
"4","L","Elrond","ELR","M","Overthrown",2012-03-13,"Former leader","",""
"1","unknown","Erckel","ERC","M","DOB",2006-07-08,"","",""
"3","J1","Erckel","ERC","M","Fusion",2014-10-24,"","",""
"4","J1","Erckel","ERC","M","START",2014-10-24,"Leader","",""
"2","J","Erckel","ERC","M","Takes over unit",2014-10-24,"","",""
"5","J1","Erckel","ERC","M","END",2015-12-26,"","",""
"1","C1","Eric","ERI","M","DOB",2010-01-15,"Natal","Cee",""
"2","C1","Eric","ERI","M","START",2010-01-15,"Natal","Cee",""
"3","C1","Eric","ERI","M","Independent",2011-04-04,"Natal","Cee",""
"4","C1","Eric","ERI","M","Takeover",2012-02-29,"Natal","Cee",""
"5","C1","Eric","ERI","M","Mom died",2014-02-27,"","Cee",""
"6","C5","Eric","ERI","M","Fusion",2014-09-20,"Natal","Cee",""
"7","C1","Eric","ERI","M","END",2015-12-26,"","Cee",""
"1","Z1","Ernie","ERN","M","DOB",2001-07-15,"Follower","",""
"2","Z1","Ernie","ERN","M","START",2014-07-14,"Follower","",""
"N","Z1","Ernie","ERN","M","Cyst",2014-07-14,"","",""
"3","Z1","Ernie","ERN","M","END",2015-12-26,"","",""
"1","unknown","Eros","ERO","M","DOB",2005-06-04,"Leader","",""
"2","Z","Eros","ERO","M","Takes over unit",2014-05-27,"Leader","",""
"3","Z","Eros","ERO","M","START",2014-05-29,"Leader","",""
"4","Z1","Eros","ERO","M","Fission",2014-06-16,"Leader","",""
"6","Z1","Eros","ERO","M","END",2014-07-19,"Former leader","",""
"7","Z1","Eros","ERO","M","DIS",2014-07-19,"Former leader","",""
"5","Z1","Eros","ERO","M","Overthrown",2014-07-19,"Former leader","",""
"1","unknown","Fabio","FAB","M","DOB",2006-04-05,"Leader","",""
"2","Z4","Fabio","FAB","M","START",2014-07-22,"Leader","",""
"3","Z5","Fabio","FAB","M","Fusion",2014-07-31,"Leader","",""
"4","Z2","Fabio","FAB","M","Takes over unit",2014-07-31,"Leader","",""
"5","Z4","Fabio","FAB","M","END",2015-12-26,"","",""
"1","F-old","Fantine","FAN","F","DOB",1994-07-20,"Natal","",""
"5","F-old","Fantine","FAN","F","Birth",2004-12-15,"L","","Fema"
"6","F-old","Fantine","FAN","F","START",2006-01-14,"L","","Fema"
"7","F-old","Fantine","FAN","F","Wean (swell)",2007-01-10,"C","","Fema"
"8","F-old","Fantine","FAN","F","Conception",2007-05-25,"P","","Sprite"
"9","F-old","Fantine","FAN","F","Birth",2007-11-24,"L","","Sprite"
"10","F-old","Fantine","FAN","F","Wean (swell)",2009-04-29,"C","","Sprite"
"11","F-old","Fantine","FAN","F","Takeover",2009-06-17,"C","",""
"12","F-old","Fantine","FAN","F","END",2010-07-16,"","",""
"3","F-old","Fantine","FAN","F","Female maturation",NA,"C","",""
"4","F-old","Fantine","FAN","F","First Birth",NA,"L","",""
"2","F-old","Fantine","FAN","F","Independent",NA,"Natal","",""
"1","F-old","Farrah","FAR","F","DOB",1991-07-21,"Natal","",""
"5","F-old","Farrah","FAR","F","Birth",2004-12-15,"L","","Felix"
"6","F-old","Farrah","FAR","F","START",2006-01-14,"L","","Felix"
"7","F-old","Farrah","FAR","F","Wean (swell)",2007-02-12,"C","","Felix"
"8","F-old","Farrah","FAR","F","Conception",2007-04-27,"P","","Fawcett"
"9","F-old","Farrah","FAR","F","Birth",2007-10-27,"L","","Fawcett"
"10","F-old","Farrah","FAR","F","Wean (swell)",2009-03-31,"C","","Fawcett"
"11","F-old","Farrah","FAR","F","Takeover",2009-06-17,"C","",""
"12","F-old","Farrah","FAR","F","Conception",2009-11-13,"P","","Fritter"
"13","F-old","Farrah","FAR","F","Birth",2010-05-15,"L","","Fritter"
"14","F-old","Farrah","FAR","F","END",2010-07-16,"","",""
"3","F-old","Farrah","FAR","F","Female maturation",NA,"C","",""
"4","F-old","Farrah","FAR","F","First Birth",NA,"L","",""
"2","F-old","Farrah","FAR","F","Independent",NA,"Natal","",""
"1","F-old","Fasika","FAS","F","DOB",2006-01-01,"Natal","Faye",""
"2","F-old","Fasika","FAS","F","Independent",2007-04-25,"Natal","Faye",""
"3","F-old","Fasika","FAS","F","START",NA,"","Faye",""
"4","F-old","Fasika","FAS","F","DOD",NA,"","Faye",""
"5","F-old","Fasika","FAS","F","END",NA,"","Faye",""
"1","F-old","Fawcett","FAW","F","DOB",2007-10-27,"Natal","Farrah",""
"2","F-old","Fawcett","FAW","F","START",2007-10-27,"","Farrah",""
"3","F-old","Fawcett","FAW","F","Independent",2009-03-31,"Natal","Farrah",""
"4","F-old","Fawcett","FAW","F","Takeover",2009-06-17,"","Farrah",""
"5","F-old","Fawcett","FAW","F","END",2010-07-16,"","Farrah",""
"1","F-old","Faye","FAY","F","DOB",1994-07-20,"Natal","#N/A",""
"5","F-old","Faye","FAY","F","Birth",2006-01-01,"L","#N/A","Fasika"
"6","F-old","Faye","FAY","F","START",2006-01-14,"L","#N/A","Fasika"
"7","F-old","Faye","FAY","F","Wean (swell)",2007-04-25,"C","#N/A","Fasika"
"8","F-old","Faye","FAY","F","Conception",2008-10-21,"P","#N/A","Foo"
"9","F-old","Faye","FAY","F","Birth",2009-04-22,"L","#N/A","Foo"
"10","F-old","Faye","FAY","F","Inf Death",2009-06-17,"C","#N/A","Foo"
"11","F-old","Faye","FAY","F","Takeover",2009-06-17,"C","#N/A",""
"12","F-old","Faye","FAY","F","END",2010-07-16,"","#N/A",""
"3","F-old","Faye","FAY","F","Female maturation",NA,"C","#N/A",""
"4","F-old","Faye","FAY","F","First Birth",NA,"L","#N/A",""
"2","F-old","Faye","FAY","F","Independent",NA,"Natal","#N/A",""
"1","F-old","Felix","FEL","M","DOB",2005-01-01,"Natal","Farrah",""
"2","F-old","Felix","FEL","M","START",2006-01-01,"Natal","Farrah",""
"3","F-old","Felix","FEL","M","Independent",2007-02-12,"Natal","Farrah",""
"4","F-old","Felix","FEL","M","END",NA,"Natal","Farrah",""
"1","F-old","Fema","FEM","F","DOB",2004-12-15,"Natal","Fantine",""
"2","F-old","Fema","FEM","F","Independent",2007-01-10,"Natal","Fantine",""
"3","F-old","Fema","FEM","F","Female maturation",2010-02-22,"C","Fantine",""
"4","F-old","Fema","FEM","F","START",2010-02-22,"C","Fantine",""
"5","F-old","Fema","FEM","F","END",2010-07-16,"","Fantine",""
"1","F-old","Fidget","FID","F","DOB",2004-06-15,"Natal","Fifa",""
"2","F-old","Fidget","FID","F","START",2009-03-09,"","Fifa",""
"3","F-old","Fidget","FID","F","Female maturation",2009-05-20,"C","Fifa",""
"4","F-old","Fidget","FID","F","Takeover",2009-06-17,"C","Fifa",""
"5","F-old","Fidget","FID","F","END",2010-07-16,"","Fifa",""
"1","F-old","Fifa","FIF","F","DOB",1988-07-21,"Natal","",""
"5","F-old","Fifa","FIF","F","Birth",2004-06-15,"L","","Fidget"
"6","F-old","Fifa","FIF","F","START",2006-07-20,"C","",""
"7","F-old","Fifa","FIF","F","Conception",2007-01-17,"P","","Fbaby"
"8","F-old","Fifa","FIF","F","Birth",2007-07-19,"L","","Fbaby"
"9","F-old","Fifa","FIF","F","Inf Death",2007-07-19,"C","","Fbaby"
"11","F-old","Fifa","FIF","F","Conception",2008-04-07,"P","","Fox"
"12","F-old","Fifa","FIF","F","Birth",2008-10-07,"L","","Fox"
"N","F-old","Fifa","FIF","F","Cyst",2009-06-01,"","",""
"13","F-old","Fifa","FIF","F","Inf Death",2009-06-17,"C","","Fox"
"14","F-old","Fifa","FIF","F","Takeover",2009-06-17,"C","",""
"15","F-old","Fifa","FIF","F","Conception",2009-09-18,"P","","Fuschia"
"16","F-old","Fifa","FIF","F","Birth",2010-03-20,"L","","Fuschia"
"17","F-old","Fifa","FIF","F","END",2010-07-16,"","",""
"3","F-old","Fifa","FIF","F","Female maturation",NA,"C","",""
"4","F-old","Fifa","FIF","F","First Birth",NA,"L","",""
"2","F-old","Fifa","FIF","F","Independent",NA,"Natal","",""
"1","W-OLD","Fish","FIS","M","DOB",2007-07-15,"Natal","Wanda",""
"2","W-OLD","Fish","FIS","M","START",2007-07-15,"Natal","Wanda",""
"3","W-OLD","Fish","FIS","M","END",NA,"Natal","Wanda",""
"1","unknown","Flip","FLI","M","DOB",2000-04-19,"","",""
"2","T","Flip","FLI","M","START",2010-02-26,"Follower","",""
"3","AMG","Flip","FLI","M","Joins AMG",2010-05-12,"Bachelor","",""
"5","AMG","Flip","FLI","M","Joins AMG",2010-05-27,"Bachelor","",""
"4","AMG","Flip","FLI","M","END",2010-05-27,"Bachelor","",""
"1","F-old","Flo","FLO","F","DOB",1983-08-25,"","",""
"5","F-old","Flo","FLO","F","START",2006-01-01,"","",""
"6","F-old","Flo","FLO","F","DOD",2007-08-19,"","",""
"7","F-old","Flo","FLO","F","END",2007-08-19,"","",""
"3","F-old","Flo","FLO","F","Female maturation",NA,"","",""
"4","F-old","Flo","FLO","F","First Birth",NA,"","",""
"2","F-old","Flo","FLO","F","Independent",NA,"","",""
"1","N","Flying Dutchman","FLY","M","DOB",2011-12-13,"Natal","Nardos",""
"2","N","Flying Dutchman","FLY","M","START",2011-12-13,"Natal","Nardos",""
"3","N","Flying Dutchman","FLY","M","Independent",2014-01-10,"Natal","Nardos",""
"4","N","Flying Dutchman","FLY","M","Emigration - JUV/SA male",2014-11-25,"Natal","Nardos",""
"5","N","Flying Dutchman","FLY","M","END",2015-12-26,"","Nardos",""
"1","F-old","Foo","FOO","F","DOB",2009-04-22,"Natal","Faye",""
"2","F-old","Foo","FOO","F","DOD",2009-07-23,"Natal","Faye",""
"3","F-old","Foo","FOO","F","END",2009-07-23,"Natal","Faye",""
"4","F-old","Foo","FOO","F","START",NA,"Natal","Faye",""
"1","F-old","Fox","FOX","?","DOB",2008-10-07,"Natal","Fifa",""
"2","F-old","Fox","FOX","?","START",2008-10-07,"Natal","Fifa",""
"3","F-old","Fox","FOX","?","DOD",2009-06-17,"Natal","Fifa",""
"4","F-old","Fox","FOX","?","END",2009-06-17,"Natal","Fifa",""
"1","unknown","Francisco","FRA","M","DOB",1997-04-19,"","",""
"3","B","Francisco","FRA","M","START",2006-04-17,"Leader","",""
"2","B","Francisco","FRA","M","Takes over unit",2006-04-17,"Leader","",""
"5","B1","Francisco","FRA","M","Fission",2009-07-24,"Former leader","",""
"4","B","Francisco","FRA","M","Overthrown",2009-07-24,"Former leader","",""
"7","AMG","Francisco","FRA","M","END",2010-12-07,"Bachelor","",""
"6","AMG","Francisco","FRA","M","Joins AMG",2010-12-07,"Bachelor","",""
"1","unknown","Fred","FRE","M","DOB",2001-04-22,"","",""
"3","F-old","Fred","FRE","M","START",2009-06-17,"Leader","",""
"2","F-old","Fred","FRE","M","Takes over unit",2009-06-17,"Leader","",""
"4","F-old","Fred","FRE","M","END",2010-07-16,"Leader","",""
"5","F-old","Fred","FRE","M","STOP",2010-07-16,"Leader","",""
"1","F-old","Fritter","FRI","F","DOB",2010-05-15,"Natal","Farrah",""
"2","F-old","Fritter","FRI","F","START",2010-05-15,"","Farrah",""
"3","F-old","Fritter","FRI","F","END",2010-07-16,"","Farrah",""
"1","unknown","Fuji","FUJ","M","DOB",1998-11-12,"","",""
"3","H","Fuji","FUJ","M","START",2007-02-27,"Leader","",""
"2","H","Fuji","FUJ","M","Takes over unit",2007-02-27,"Leader","",""
"4","H","Fuji","FUJ","M","Overthrown",2008-03-26,"Former leader","",""
"5","H1","Fuji","FUJ","M","Fission",2008-06-07,"Former leader","",""
"7","H1","Fuji","FUJ","M","DIS",2009-05-18,"Former leader","",""
"6","H1","Fuji","FUJ","M","END",2009-05-18,"Former leader","",""
"1","F-old","Fuschia","FUS","F","DOB",2010-03-20,"Natal","Fifa",""
"2","F-old","Fuschia","FUS","F","START",2010-03-20,"","Fifa",""
"3","F-old","Fuschia","FUS","F","END",2010-07-16,"","Fifa",""
"1","unknown","Gabon","GAB","M","DOB",1995-07-05,"","",""
"2","B","Gabon","GAB","M","START",2006-01-01,"Leader","",""
"3","B","Gabon","GAB","M","Overthrown",2006-04-17,"Former leader","",""
"N","B","Gabon","GAB","M","Cyst",2008-02-01,"","",""
"5","B","Gabon","GAB","M","END",2009-07-25,"Former leader","",""
"6","B","Gabon","GAB","M","DIS",2009-07-25,"Former leader","",""
"1","G","Gaga","GAG","F","DOB",2013-06-13,"Natal","Gaia",""
"2","G","Gaga","GAG","F","START",2013-06-13,"Natal","Gaia",""
"3","G","Gaga","GAG","F","Independent",2015-03-07,"Natal","Gaia",""
"4","G","Gaga","GAG","F","END",2015-12-26,"","Gaia",""
"1","G","Gaia","GAI","F","DOB",2007-10-24,"Natal","Greta",""
"3","G","Gaia","GAI","F","Independent",2009-05-05,"Natal","Greta",""
"2","G","Gaia","GAI","F","Mom died",2009-05-05,"","",""
"4","G","Gaia","GAI","F","Takeover",2009-10-19,"","Greta",""
"5","G","Gaia","GAI","F","Takeover",2010-02-25,"","Greta",""
"6","G","Gaia","GAI","F","Female maturation",2011-11-06,"C","Greta",""
"7","G","Gaia","GAI","F","START",2011-11-07,"C","Greta",""
"8","G","Gaia","GAI","F","Conception",2012-12-13,"P","Greta","Gaga"
"9","G","Gaia","GAI","F","First Birth",2013-06-13,"L","Greta","Gaga"
"10","G","Gaia","GAI","F","Wean (swell)",2015-03-07,"C","Greta","Gaga"
"11","G","Gaia","GAI","F","Conception",2015-04-17,"P","Greta","Gouder"
"12","G","Gaia","GAI","F","Birth",2015-10-14,"L","Greta","Gouder"
