"name","sex","start","cyst","dod","stop","mom","dis","drop"
"Qhorin","M",12.5065023956194,NA,NA,14.6996349532284,"",0,0
"Qtip","F",9.784964636094,9.784964636094,NA,11.9835728952772,"",0,0
"Quasi","M",8.99383983572895,9.02395619438741,NA,9.54962354551677,"",1,0
"Quinn","M",9.37177732146931,NA,NA,12.5504220853297,"",0,0
"Rasta","F",4.3750855578371,NA,NA,5.89196897102441,"Rita",0,0
"RazAlGhul","M",8.02178872918093,NA,NA,9.19906456764773,"",1,0
"Red","F",4.64054300707278,NA,NA,6.1574264202601,"Ruby",0,0
"Rhino","M",7.23876340406115,8.13951631302761,NA,11.7672826830938,"",0,0
"Rhonda","F",9.63734884782113,NA,12.9911019849418,12.9911019849418,"",0,0
"Ricki","F",4.90634268765686,NA,NA,11.8303673283139,"",0,0
"Rikola","F",4.04654346338125,NA,NA,5.56342687656856,"Ricki",0,0
"Rita","F",18.0588637919233,NA,NA,24.9828884325804,"",0,0
"Robin","M",10.0971937029432,NA,NA,11.8028747433265,"",1,0
"Romulus","M",8.29557380789414,NA,NA,9.95208761122519,"",0,0
"Roo","F",4.74469541409993,NA,NA,10.5079853981291,"",0,0
"Roxanne","F",4,NA,NA,8.12867898699521,"Roz",0,0
"Royal","M",8.06023271731691,NA,NA,10.2586128222679,"",1,1
"Roz","F",12.062970568104,NA,NA,18.9869952087611,"",0,0
"Ruby","F",12.062970568104,NA,NA,18.9869952087611,"",0,0
"Rufio","M",6.49418206707734,NA,NA,6.57357973990417,"",0,0
"Rwanda","M",9.99315537303217,NA,NA,14.7952315765457,"",1,0
"Saat","M",8.99383983572895,11.0773442847365,NA,13.5303445128907,"",0,0
"Sassy","F",5.99863107460643,NA,NA,6.61179557380789,"",0,0
"Sawyer","M",9.17442391056354,NA,16.1915354779831,16.1915354779831,"",0,0
"Sean","M",4,NA,NA,8.17259867670545,"Debra",0,0
"Sega","M",8.98288843258042,NA,NA,11.3567191421401,"",0,0
"Setey","M",11.9917864476386,NA,NA,13.4210586356377,"",0,0
