"name","sex","dob","start","cyst","dod","stop","mom","dis"
"Moo","F",0,4.35055897786904,NA,NA,13.1719142140087,"",0
"Mouse","F",0,4,NA,NA,11.0280629705681,"Mimi",0
"MrTambourine Man","M",0,8.29557380789414,NA,NA,8.43794204882501,"",1
"Mulu","M",0,8.80219028062971,NA,NA,10.8254620123203,"",0
"Mummy","M",0,7.37291809263062,NA,NA,8.54471822952316,"",0
"Munchkin","F",0,4,NA,NA,6.89664613278576,"Mimi",0
"Muppet","F",0,4,9.85352498288843,11.1757928359571,11.1757928359571,"Meena",0
"Nadia","F",0,5.91101984941821,NA,NA,10.3163358430299,"Nardos",0
"Nafta","M",0,10.1793292265572,NA,NA,11.3756559434177,"",1
"Nancy","F",0,12.536732831394,12.5230435774584,12.9911019849418,12.9911019849418,"",0
"Nardos","F",0,7.51003878621948,NA,NA,16.3177047684235,"",0
"Naughty","F",0,4,NA,NA,7.52920374172941,"",0
"Nech","M",0,12.9911019849418,NA,NA,13.3797627195984,"",1
"Nikon","M",0,9.83709787816564,NA,NA,14.6886835500799,"",0
"Nima","F",0,13.990417522245,NA,15.9890485968515,15.9890485968515,"",0
"Noggin","F",0,4.25188227241615,NA,NA,10.568218115446,"Nokia",0
"Noha","M",0,8,NA,NA,12.7092174309833,"",0
"Nokia","F",0,10.4997718457677,NA,12.9911019849418,12.9911019849418,"",0
"Nubbin","M",0,4,NA,NA,4.42699064567648,"Nardos",0
"Nyala","M",0,10.0205338809035,NA,NA,10.3408624229979,"",1
"Nymphadora","F",0,4.61864020077572,NA,NA,9.02121834360027,"",0
"Oasis","M",0,4,NA,NA,4.27663700661647,"Zimbaba",0
"Oberon","M",0,8.99372575861282,NA,NA,9.76865160848734,"",0
"Ochre","F",0,4.03011635865845,NA,NA,6.54608715491672,"",0
"Okidoki","F",0,17.8835272644308,19.381131644992,NA,20.4844855122063,"",0
"Olay","M",0,7.97262149212868,NA,NA,8.61316449920146,"",0
"Omar","M",0,4,NA,NA,5.18012776637007,"Maze",0
"Omily","F",0,5.54426192105864,NA,NA,8.06023271731691,"",0
