ORDER,UNIT,NAME,ID,SEX,EVENT,DATE,STATUS,MOM,INF.NAME
3,C1,Cuervo,CUE,M,Independent,6/9/11,Natal,Corona,
4,C1,Cuervo,CUE,M,Takeover,2/29/12,Natal,Corona,
5,C5,Cuervo,CUE,M,Fusion,9/20/14,Natal,Corona,
6,C5,Cuervo,CUE,M,END,12/26/15,,Corona,
1,C1,Cynthia,CYN,F,DOB,1/24/10,Natal,Cali,
2,C1,Cynthia,CYN,F,Takeover,3/6/11,,Cali,
3,C1,Cynthia,CYN,F,Takeover,3/23/11,,Cali,
4,C1,Cynthia,CYN,F,Independent,3/29/11,Natal,Cali,
5,C1,Cynthia,CYN,F,START,1/24/10,,Cali,
6,C1,Cynthia,CYN,F,Takeover,12/1/11,,Cali,
7,C1,Cynthia,CYN,F,Takeover,2/29/12,,Cali,
8,C1,Cynthia,CYN,F,Takeover,5/21/12,,Cali,
9,C1,Cynthia,CYN,F,Fission,6/1/12,,Cali,
10,C1,Cynthia,CYN,F,Mom died,7/18/13,,Cali,
11,C1,Cynthia,CYN,F,Emigration - JUV/SA female,11/11/13,,Cali,
12,C4,Cynthia,CYN,F,Immigration - JUV/SA female,11/11/13,,Cali,
14,C5,Cynthia,CYN,F,Fusion,9/20/14,,Cali,
13,C4,Cynthia,CYN,F,Takeover,9/20/14,,Cali,
15,C5,Cynthia,CYN,F,Female maturation,4/13/15,,,
16,C5,Cynthia,CYN,F,END,12/26/15,,Cali,
1,D,Daenarys,DAE,F,DOB,6/24/13,Natal,Dessie,
2,D,Daenarys,DAE,F,START,6/24/13,Natal,Dessie,
3,D,Daenarys,DAE,F,Takeover,3/15/15,Natal,Dessie,
5,D,Daenarys,DAE,F,Independent,3/19/15,Natal,Dessie,
4,D,Daenarys,DAE,F,Takeover,3/19/15,Natal,Dessie,
6,D,Daenarys,DAE,F,Takeover,3/28/15,Natal,Dessie,
7,D,Daenarys,DAE,F,END,12/26/15,,Dessie,
1,D,Daisy,DAI,F,DOB,10/18/09,Natal,Dawn,
2,D,Daisy,DAI,F,Independent,6/15/11,Natal,Dawn,
3,D,Daisy,DAI,F,START,10/18/09,Natal,Dawn,
4,D,Daisy,DAI,F,Mom died,7/9/12,Natal,Dawn,
5,D,Daisy,DAI,F,Female maturation,3/5/15,C,Dawn,
6,D,Daisy,DAI,F,Takeover,3/15/15,C,Dawn,
7,D,Daisy,DAI,F,Takeover,3/19/15,C,Dawn,
8,D,Daisy,DAI,F,Takeover,3/28/15,C,Dawn,
9,D,Daisy,DAI,F,END,12/26/15,,Dawn,
1,D,Dale,DAL,M,DOB,5/4/09,Natal,Dessie,
2,D,Dale,DAL,M,START,5/4/09,Natal,Dessie,
3,D,Dale,DAL,M,Independent,3/25/11,Natal,Dessie,
4,D,Dale,DAL,M,Takeover,3/15/15,Natal,Dessie,
5,D,Dale,DAL,M,Takeover,3/19/15,Natal,Dessie,
6,D,Dale,DAL,M,Takeover,3/28/15,Natal,Dessie,
7,D,Dale,DAL,M,END,12/26/15,,Dessie,
1,B1,Dante,DAN,M,DOB,12/20/11,Natal,Bronte,
2,B1,Dante,DAN,M,START,12/20/11,Natal,Bronte,
3,B1,Dante,DAN,M,Independent,3/13/13,Natal,Bronte,
4,B1,Dante,DAN,M,Takeover,4/5/13,Natal,Bronte,
5,B1,Dante,DAN,M,END,12/26/15,,Bronte,
1,M,Darren,DAR,M,DOB,5/23/08,Natal,Mabel,
2,M,Darren,DAR,M,START,5/23/08,Natal,Mabel,
3,M,Darren,DAR,M,DOD,10/22/08,Natal,Mabel,
4,M,Darren,DAR,M,END,10/22/08,Natal,Mabel,
1,D,Dasher,DAS,F,DOB,12/25/15,Natal,Diana,
3,D,Dasher,DAS,F,END,12/26/15,,,
2,D,Dasher,DAS,F,START,12/26/15,Natal,Diana,
1,D,Daunte,DAU,M,DOB,12/1/05,Natal,Debra,
2,D,Daunte,DAU,M,START,1/1/06,Natal,Debra,
3,D,Daunte,DAU,M,Independent,2/2/07,Natal,Debra,
4,D,Daunte,DAU,M,DOD,3/28/09,Natal,Debra,
5,D,Daunte,DAU,M,END,3/28/09,Natal,Debra,
1,C2,Dave,DAV,M,DOB,6/9/09,Natal,Colleen,
2,C2,Dave,DAV,M,START,6/9/09,Natal,Colleen,
3,C2,Dave,DAV,M,DOD,6/25/09,Natal,Colleen,
4,C2,Dave,DAV,M,END,6/25/09,Natal,Colleen,
1,D,Dawn,DAW,F,DOB,11/8/03,Natal,,
2,D,Dawn,DAW,F,START,8/8/07,,,
3,D,Dawn,DAW,F,Takeover,6/17/08,,,
4,D,Dawn,DAW,F,Female maturation,6/21/08,C,,
5,D,Dawn,DAW,F,Conception,4/18/09,P,,Daisy
6,D,Dawn,DAW,F,First Birth,10/18/09,L,,Daisy
7,D,Dawn,DAW,F,Wean (swell),6/15/11,C,,Daisy
8,D,Dawn,DAW,F,DOD,7/9/12,,,
9,D,Dawn,DAW,F,END,7/9/12,,,
10,D,Dawn,DAW,F,Independent,NA,Natal,,
1,D,Debra,DEB,F,DOB,5/1/97,Natal,,
5,D,Debra,DEB,F,Birth,5/1/03,L,,Dessie
6,D,Debra,DEB,F,Birth,12/1/05,L,,Daunte
7,D,Debra,DEB,F,START,1/14/06,L,,Daunte
8,D,Debra,DEB,F,Wean (swell),2/2/07,C,,Daunte
9,D,Debra,DEB,F,Conception,4/24/07,P,,Sean
10,D,Debra,DEB,F,Birth,10/24/07,L,,Sean
11,D,Debra,DEB,F,Wean (swell),4/4/08,C,,Sean
12,D,Debra,DEB,F,Takeover,6/17/08,C,,
13,D,Debra,DEB,F,Conception,7/15/08,P,,Dixy
14,D,Debra,DEB,F,Birth,1/14/09,L,,Dixy
15,D,Debra,DEB,F,Wean (swell),4/21/10,C,,Dixy
16,D,Debra,DEB,F,Conception,4/29/10,P,,Dill
17,D,Debra,DEB,F,Birth,10/29/10,L,,Dill
18,D,Debra,DEB,F,Wean (swell),10/18/11,C,,Dill
19,D,Debra,DEB,F,Conception,11/28/12,P,,Drogo
N,D,Debra,DEB,F,Cyst,2/1/13,,,
20,D,Debra,DEB,F,Birth,5/28/13,L,,Drogo
21,D,Debra,DEB,F,Wean (swell),5/16/14,C,,Drogo
22,D,Debra,DEB,F,Takeover,3/15/15,C,,
23,D,Debra,DEB,F,Takeover,3/19/15,C,,
24,D,Debra,DEB,F,Takeover,3/28/15,C,,
25,D,Debra,DEB,F,END,12/26/15,,,
3,D,Debra,DEB,F,Female maturation,NA,C,,
4,D,Debra,DEB,F,First Birth,NA,L,,
2,D,Debra,DEB,F,Independent,NA,Natal,,
1,unknown,Decepticon,DEC,M,DOB,4/19/02,,,
2,G,Decepticon,DEC,M,START,2/25/10,Follower,,
4,AMG,Decepticon,DEC,M,END,7/10/10,Bachelor,,
3,AMG,Decepticon,DEC,M,Joins AMG,7/10/10,Bachelor,,
1,unknown,Degu,DEG,M,DOB,12/1/06,,,
2,D,Degu,DEG,M,START,3/15/15,Leader,,
3,D,Degu,DEG,M,Takes over unit,3/15/15,Leader,,
5,D,Degu,DEG,M,Emigration - Adult male,3/28/15,Former leader,,
6,D,Degu,DEG,M,END,3/28/15,,,
7,D,Degu,DEG,M,DOD,3/28/15,Former leader,,
4,D,Degu,DEG,M,Overthrown,3/28/15,Former leader,,
1,D,Delia,DEL,F,DOB,2/16/01,Natal,Dotty,
3,D,Delia,DEL,F,START,1/14/06,,Dotty,
4,D,Delia,DEL,F,Female maturation,3/28/06,C,Dotty,
5,D,Delia,DEL,F,Conception,11/23/06,P,Dotty,Diana
6,D,Delia,DEL,F,First Birth,5/25/07,L,Dotty,Diana
8,D,Delia,DEL,F,Takeover,6/17/08,L,Dotty,Diana
7,D,Delia,DEL,F,Wean (swell),6/17/08,C,Dotty,Diana
9,D,Delia,DEL,F,Conception,3/4/09,P,Dotty,Dolly
10,D,Delia,DEL,F,Birth,9/3/09,L,Dotty,Dolly
N,D,Delia,DEL,F,Cyst,12/1/09,,,
11,D,Delia,DEL,F,Wean (swell),5/15/10,C,Dotty,Dolly
N,D,Delia,DEL,F,Cyst End,12/1/10,,,
12,D,Delia,DEL,F,Conception,4/4/11,P,Dotty,Doppler
13,D,Delia,DEL,F,Birth,10/4/11,L,Dotty,Doppler
14,D,Delia,DEL,F,Wean (swell),11/28/12,C,Dotty,Doppler
15,D,Delia,DEL,F,Conception,2/10/14,P,Dotty,Dqq
16,D,Delia,DEL,F,Birth,8/12/14,L,Dotty,Dqq
17,D,Delia,DEL,F,Inf Death,8/12/14,C,Dotty,Dqq
18,D,Delia,DEL,F,Takeover,3/15/15,P,Dotty,
19,D,Delia,DEL,F,Miscarriage,3/19/15,C,Dotty,
20,D,Delia,DEL,F,Takeover,3/19/15,C,Dotty,
21,D,Delia,DEL,F,Takeover,3/28/15,C,Dotty,
22,D,Delia,DEL,F,END,12/26/15,,Dotty,
2,D,Delia,DEL,F,Independent,NA,Natal,Dotty,
1,unknown,Demon,DEM,M,DOB,12/10/06,,,
2,D,Demon,DEM,M,Takes over unit,3/28/15,,,
,D,Demon,DEM,M,START,3/28/15,,,
3,D,Demon,DEM,M,END,12/26/15,,,
1,D,Dessie,DES,F,DOB,1/27/03,Natal,Debra,
3,D,Dessie,DES,F,START,1/14/06,,Debra,
4,D,Dessie,DES,F,Female maturation,6/6/07,C,Debra,
5,D,Dessie,DES,F,Takeover,6/17/08,C,Debra,
6,D,Dessie,DES,F,Conception,11/2/08,P,Debra,Dale
7,D,Dessie,DES,F,First Birth,5/4/09,L,Debra,Dale
8,D,Dessie,DES,F,Wean (swell),3/25/11,C,Debra,Dale
9,D,Dessie,DES,F,Conception,12/24/12,P,Debra,Daenarys
10,D,Dessie,DES,F,Birth,6/24/13,L,Debra,Daenarys
11,D,Dessie,DES,F,Takeover,3/15/15,L,Debra,Daenarys
13,D,Dessie,DES,F,Takeover,3/19/15,C,Debra,
12,D,Dessie,DES,F,Wean (swell),3/19/15,C,Debra,Daenarys
14,D,Dessie,DES,F,Takeover,3/28/15,C,Debra,
15,D,Dessie,DES,F,END,12/26/15,,Debra,
2,D,Dessie,DES,F,Independent,NA,Natal,Debra,
1,unknown,Devil,DEV,M,DOB,1/2/99,,,
2,D,Devil,DEV,M,START,6/17/08,Leader,,
3,D,Devil,DEV,M,Takes over unit,6/17/08,Leader,,
5,D,Devil,DEV,M,Leader to follower,3/15/15,Follower,,
4,D,Devil,DEV,M,Overthrown,3/15/15,Follower,,
6,D,Devil,DEV,M,END,12/26/15,,,
1,A,Dexi,DEX,M,DOB,10/16/06,Natal,Arlene,
2,A,Dexi,DEX,M,START,10/16/06,Natal,Arlene,
4,A,Dexi,DEX,M,Independent,3/12/08,Natal,Arlene,
3,A,Dexi,DEX,M,Mom died,3/12/08,,,
5,A,Dexi,DEX,M,END,NA,Natal,Arlene,
1,D,Diana,DIA,F,DOB,5/25/07,Natal,Delia,
2,D,Diana,DIA,F,Independent,6/17/08,Natal,Delia,
3,D,Diana,DIA,F,Independent,6/17/08,Natal,Delia,
4,D,Diana,DIA,F,Takeover,6/17/08,,Delia,
5,D,Diana,DIA,F,Female maturation,10/18/11,C,Delia,
6,D,Diana,DIA,F,START,5/25/07,C,Delia,
7,D,Diana,DIA,F,Conception,9/30/12,P,Delia,Dinky
8,D,Diana,DIA,F,First Birth,4/1/13,L,Delia,Dinky
9,D,Diana,DIA,F,Takeover,3/15/15,C,Delia,Dinky
10,D,Diana,DIA,F,Wean (swell),3/15/15,C,Delia,Dinky
11,D,Diana,DIA,F,Takeover,3/19/15,C,Delia,
12,D,Diana,DIA,F,Takeover,3/28/15,C,Delia,
13,D,Diana,DIA,F,Conception,6/28/15,P,Delia,Dasher
14,D,Diana,DIA,F,Birth,12/25/15,L,Delia,Dasher
15,D,Diana,DIA,F,END,12/26/15,,,
1,unknown,Diego,DIE,M,DOB,3/11/04,,,
3,A,Diego,DIE,M,START,3/1/13,Leader,,
2,A,Diego,DIE,M,Takes over unit,3/1/13,Leader,,
4,A,Diego,DIE,M,Leader to follower,3/18/15,,,
5,A,Diego,DIE,M,END,12/26/15,,,
1,unknown,Dikos,DIK,M,DOB,10/12/02,,,
2,AMG,Dikos,DIK,M,START,1/26/10,Bachelor,,
3,C3,Dikos,DIK,M,Takes over unit,1/28/11,Leader,,
5,C3,Dikos,DIK,M,Leader to follower,3/22/12,Former leader,,
4,C3,Dikos,DIK,M,Overthrown,3/22/12,Former leader,,
6,C3,Dikos,DIK,M,Takes over unit,8/31/13,Leader,,
8,C3,Dikos,DIK,M,Leader to follower,9/2/13,Former leader,,
7,C3,Dikos,DIK,M,Overthrown,9/2/13,Former leader,,
10,C3,Dikos,DIK,M,END,6/3/14,Former leader,,
1,D,Dill,DIL,M,DOB,10/29/10,Natal,Debra,
2,D,Dill,DIL,M,START,10/29/10,Natal,Debra,
3,D,Dill,DIL,M,Independent,10/18/11,Natal,Debra,
4,D,Dill,DIL,M,Takeover,3/15/15,Natal,Debra,
5,D,Dill,DIL,M,Takeover,3/19/15,Natal,Debra,
6,D,Dill,DIL,M,Takeover,3/28/15,Natal,Debra,
7,D,Dill,DIL,M,END,12/26/15,,,
1,D,Dinky,DIN,F,START,4/1/13,Natal,Diana,
1,D,Dinky,DIN,F,DOB,4/1/13,Natal,Diana,
3,D,Dinky,DIN,F,Independent,3/15/15,Natal,Diana,
2,D,Dinky,DIN,F,Takeover,3/15/15,Natal,Diana,
4,D,Dinky,DIN,F,Takeover,3/19/15,Natal,Diana,
5,D,Dinky,DIN,F,Takeover,3/28/15,Natal,Diana,
6,D,Dinky,DIN,F,END,12/26/15,,,
1,D,Dixy,DIX,F,DOB,1/14/09,Natal,Debra,
2,D,Dixy,DIX,F,Independent,4/21/10,Natal,Debra,
3,D,Dixy,DIX,F,START,1/14/09,Natal,Debra,
4,D,Dixy,DIX,F,Female maturation,3/9/15,C,Debra,
5,D,Dixy,DIX,F,Takeover,3/15/15,C,Debra,
6,D,Dixy,DIX,F,Takeover,3/19/15,C,Debra,
7,D,Dixy,DIX,F,Takeover,3/28/15,C,Debra,
8,D,Dixy,DIX,F,END,12/26/15,,,
1,O,Django,DJA,M,DOB,4/2/03,Natal,,
2,O,Django,DJA,M,START,3/28/13,Leader,,
3,O,Django,DJA,M,Takes over unit,3/28/13,Leader,,
5,O,Django,DJA,M,STOP,10/16/14,,,
4,O,Django,DJA,M,END,10/16/14,,,
1,L,Djembe,DJE,M,DOB,2/23/08,Natal,Lorna,
2,L,Djembe,DJE,M,START,2/23/08,Natal,Lorna,
3,L,Djembe,DJE,M,Independent,3/3/10,Natal,Lorna,
4,L,Djembe,DJE,M,Takeover,5/27/12,Natal,Lorna,
6,L,Djembe,DJE,M,STOP,1/31/13,Natal,Lorna,
5,L,Djembe,DJE,M,END,1/31/13,Natal,Lorna,
1,unknown,Djibouti,DJI,M,DOB,1/3/97,,,
2,D,Djibouti,DJI,M,START,1/1/06,Leader,,
3,D,Djibouti,DJI,M,Overthrown,6/17/08,Former leader,,
4,D,Djibouti,DJI,M,DIS,6/17/08,Former leader,,
5,D,Djibouti,DJI,M,END,8/12/13,Former leader,,
1,D,Dolly,DOL,F,DOB,9/3/09,Natal,Delia,
2,D,Dolly,DOL,F,Independent,5/15/10,Natal,Delia,
3,D,Dolly,DOL,F,START,9/3/09,Natal,Delia,
4,D,Dolly,DOL,F,Female maturation,2/25/15,C,Delia,
5,D,Dolly,DOL,F,Takeover,3/15/15,C,Delia,
6,D,Dolly,DOL,F,Takeover,3/19/15,C,Delia,
7,D,Dolly,DOL,F,Takeover,3/28/15,C,Delia,
8,D,Dolly,DOL,F,END,12/26/15,,,
1,M,Domino,DOM,M,DOB,12/12/08,Natal,Moo,
2,M,Domino,DOM,M,START,12/12/08,Natal,Moo,
3,M,Domino,DOM,M,Independent,4/15/10,Natal,Moo,
4,M2,Domino,DOM,M,Fission,10/25/11,Natal,Moo,
5,unknown,Domino,DOM,M,Emigration - JUV/SA male,1/30/13,Natal,Moo,
6,M2,Domino,DOM,M,Takeover,7/20/13,Natal,Moo,
7,M2,Domino,DOM,M,Takeover,8/11/13,Natal,Moo,
8,M2,Domino,DOM,M,END,12/26/15,,Moo,
1,D,Don Juan,DON,M,DOB,9/14/06,Natal,Dotty,
2,D,Don Juan,DON,M,START,9/14/06,Natal,Dotty,
3,D,Don Juan,DON,M,Independent,1/25/08,Natal,Dotty,
4,D,Don Juan,DON,M,Mom died,5/14/09,,,
5,AMG,Don Juan,DON,M,Emigration - JUV/SA male,6/14/14,Natal,Dotty,
6,AMG,Don Juan,DON,M,Joins AMG,6/14/14,Bachelor,Dotty,
7,AMG,Don Juan,DON,M,Subadult 2,1/1/15,Bachelor,Dotty,
8,AMG,Don Juan,DON,M,END,12/26/15,,Dotty,
1,Z,Doodah,DOO,M,DOB,9/18/11,Natal,Zipadee,
2,Z,Doodah,DOO,M,START,9/18/11,Natal,Zipadee,
3,Z,Doodah,DOO,M,Independent,5/16/13,Natal,Zipadee,
4,Z,Doodah,DOO,M,Mom died,2/15/14,,Zipadee,
5,Z,Doodah,DOO,M,Takeover,5/27/14,Natal,Zipadee,
6,Z2,Doodah,DOO,M,Fission,6/16/14,Natal,Zipadee,
7,Z5,Doodah,DOO,M,Fusion,7/31/14,Natal,Zipadee,
8,Z2,Doodah,DOO,M,Takeover,7/31/14,Natal,Zipadee,
9,Z,Doodah,DOO,M,END,12/26/15,,Zipadee,
1,D,Doppler,DOP,M,DOB,10/4/11,Natal,Delia,
2,D,Doppler,DOP,M,Independent,11/28/12,Natal,Delia,
3,D,Doppler,DOP,M,Independent,11/28/12,Natal,Delia,
4,D,Doppler,DOP,M,START,10/4/11,Natal,Delia,
5,D,Doppler,DOP,M,Takeover,3/15/15,Natal,Delia,
6,D,Doppler,DOP,M,Takeover,3/19/15,Natal,Delia,
7,D,Doppler,DOP,M,Takeover,3/28/15,Natal,Delia,
8,D,Doppler,DOP,M,END,12/26/15,,,
1,D,Dotty,DOT,F,DOB,5/20/85,Natal,,
5,D,Dotty,DOT,F,START,1/14/06,C,,
6,D,Dotty,DOT,F,Conception,3/15/06,P,,Don Juan
7,D,Dotty,DOT,F,Birth,9/14/06,L,,Don Juan
8,D,Dotty,DOT,F,Wean (swell),1/25/08,C,,Don Juan
9,D,Dotty,DOT,F,Takeover,6/17/08,C,,
10,D,Dotty,DOT,F,Conception,10/15/08,P,,Doughty
11,D,Dotty,DOT,F,Birth,4/16/09,L,,Doughty
13,D,Dotty,DOT,F,DOD,5/14/09,,,
14,D,Dotty,DOT,F,END,5/14/09,,,
12,D,Dotty,DOT,F,Inf Death,5/14/09,C,,Doughty
3,D,Dotty,DOT,F,Female maturation,NA,C,,
4,D,Dotty,DOT,F,First Birth,NA,L,,
2,D,Dotty,DOT,F,Independent,NA,Natal,,
1,D,Doughty,DOU,M,DOB,4/16/09,Natal,Dotty,
2,D,Doughty,DOU,M,START,4/16/09,Natal,Dotty,
4,D,Doughty,DOU,M,DOD,5/14/09,Natal,Dotty,
5,D,Doughty,DOU,M,END,5/14/09,Natal,Dotty,
3,D,Doughty,DOU,M,Mom died,5/14/09,,,
1,D,Drogo,DRO,M,DOB,5/28/13,Natal,Debra,
2,D,Drogo,DRO,M,START,5/28/13,Natal,Debra,
3,D,Drogo,DRO,M,Independent,5/13/14,Natal,Debra,
4,D,Drogo,DRO,M,Takeover,3/15/15,Natal,Debra,
5,D,Drogo,DRO,M,Takeover,3/19/15,Natal,Debra,
6,D,Drogo,DRO,M,Takeover,3/28/15,Natal,Debra,
7,D,Drogo,DRO,M,END,12/26/15,,,
1,unknown,Dubai,DUB,M,DOB,10/18/96,,,
2,B,Dubai,DUB,M,START,4/17/06,Follower,,
3,B1,Dubai,DUB,M,Fission,7/24/09,Follower,,
4,AMG,Dubai,DUB,M,Joins AMG,12/7/10,Bachelor,,
6,AMG,Dubai,DUB,M,Joins AMG,12/7/10,Bachelor,,
5,AMG,Dubai,DUB,M,END,12/14/10,Bachelor,,
1,Z,Dude,DUD,M,DOB,8/10/08,Natal,Zipadee,
2,Z,Dude,DUD,M,START,8/10/08,Natal,Zipadee,
4,Z,Dude,DUD,M,DOD,12/16/13,Natal,Zipadee,
5,Z,Dude,DUD,M,END,1/10/14,Natal,Zipadee,
3,Z,Dude,DUD,M,Independent,NA,Natal,Zipadee,
1,unknown,Dumbass,DUM,M,DOB,5/31/00,,,
2,T,Dumbass,DUM,M,START,4/24/10,Follower,,
3,AMG,Dumbass,DUM,M,Emigration - Adult male,10/11/10,Bachelor,,
4,AMG,Dumbass,DUM,M,Joins AMG,10/27/10,Bachelor,,
6,AMG,Dumbass,DUM,M,END,10/31/13,,,
5,AMG,Dumbass,DUM,M,Joins AMG,10/31/13,Bachelor,,
1,H1,Eeyore,EEY,M,DOB,10/26/10,Natal,Harriet,
2,H1,Eeyore,EEY,M,START,10/26/10,Natal,Harriet,
4,H1,Eeyore,EEY,M,END,NA,Natal,Harriet,
3,H1,Eeyore,EEY,M,Independent,NA,Natal,Harriet,
1,T,Elias,ELI,M,DOB,6/7/07,Natal,Trudy,
2,T,Elias,ELI,M,START,6/7/07,Natal,Trudy,
3,T,Elias,ELI,M,Independent,3/10/09,Natal,Trudy,
4,unknown,Elias,ELI,M,Emigration - JUV/SA male,4/5/13,Natal,Trudy,
5,unknown,Elias,ELI,M,END,12/26/15,,,
1,unknown,Elrond,ELR,M,DOB,7/14/03,,,
2,L,Elrond,ELR,M,START,10/30/11,Leader,,
3,L,Elrond,ELR,M,Takes over unit,10/30/11,Leader,,
5,L,Elrond,ELR,M,END,3/13/12,Leader,,
6,L,Elrond,ELR,M,DIS,3/13/12,Leader,,
4,L,Elrond,ELR,M,Overthrown,3/13/12,Former leader,,
1,unknown,Erckel,ERC,M,DOB,7/8/06,,,
3,J1,Erckel,ERC,M,Fusion,10/24/14,,,
4,J1,Erckel,ERC,M,START,10/24/14,Leader,,
2,J,Erckel,ERC,M,Takes over unit,10/24/14,,,
5,J1,Erckel,ERC,M,END,12/26/15,,,
1,C1,Eric,ERI,M,DOB,1/15/10,Natal,Cee,
2,C1,Eric,ERI,M,START,1/15/10,Natal,Cee,
3,C1,Eric,ERI,M,Independent,4/4/11,Natal,Cee,
4,C1,Eric,ERI,M,Takeover,2/29/12,Natal,Cee,
5,C1,Eric,ERI,M,Mom died,2/27/14,,Cee,
6,C5,Eric,ERI,M,Fusion,9/20/14,Natal,Cee,
7,C1,Eric,ERI,M,END,12/26/15,,Cee,
1,Z1,Ernie,ERN,M,DOB,7/15/01,Follower,,
2,Z1,Ernie,ERN,M,START,7/14/14,Follower,,
N,Z1,Ernie,ERN,M,Cyst,7/14/14,,,
3,Z1,Ernie,ERN,M,END,12/26/15,,,
1,unknown,Eros,ERO,M,DOB,6/4/05,Leader,,
2,Z,Eros,ERO,M,Takes over unit,5/27/14,Leader,,
3,Z,Eros,ERO,M,START,5/29/14,Leader,,
4,Z1,Eros,ERO,M,Fission,6/16/14,Leader,,
6,Z1,Eros,ERO,M,END,7/19/14,Former leader,,
7,Z1,Eros,ERO,M,DIS,7/19/14,Former leader,,
5,Z1,Eros,ERO,M,Overthrown,7/19/14,Former leader,,
1,unknown,Fabio,FAB,M,DOB,4/5/06,Leader,,
2,Z4,Fabio,FAB,M,START,7/22/14,Leader,,
3,Z5,Fabio,FAB,M,Fusion,7/31/14,Leader,,
4,Z2,Fabio,FAB,M,Takes over unit,7/31/14,Leader,,
5,Z4,Fabio,FAB,M,END,12/26/15,,,
1,F-old,Fantine,FAN,F,DOB,7/20/94,Natal,,
5,F-old,Fantine,FAN,F,Birth,12/15/04,L,,Fema
6,F-old,Fantine,FAN,F,START,1/14/06,L,,Fema
7,F-old,Fantine,FAN,F,Wean (swell),1/10/07,C,,Fema
8,F-old,Fantine,FAN,F,Conception,5/25/07,P,,Sprite
9,F-old,Fantine,FAN,F,Birth,11/24/07,L,,Sprite
10,F-old,Fantine,FAN,F,Wean (swell),4/29/09,C,,Sprite
11,F-old,Fantine,FAN,F,Takeover,6/17/09,C,,
12,F-old,Fantine,FAN,F,END,7/16/10,,,
3,F-old,Fantine,FAN,F,Female maturation,NA,C,,
4,F-old,Fantine,FAN,F,First Birth,NA,L,,
2,F-old,Fantine,FAN,F,Independent,NA,Natal,,
1,F-old,Farrah,FAR,F,DOB,7/21/91,Natal,,
5,F-old,Farrah,FAR,F,Birth,12/15/04,L,,Felix
6,F-old,Farrah,FAR,F,START,1/14/06,L,,Felix
7,F-old,Farrah,FAR,F,Wean (swell),2/12/07,C,,Felix
8,F-old,Farrah,FAR,F,Conception,4/27/07,P,,Fawcett
9,F-old,Farrah,FAR,F,Birth,10/27/07,L,,Fawcett
10,F-old,Farrah,FAR,F,Wean (swell),3/31/09,C,,Fawcett
11,F-old,Farrah,FAR,F,Takeover,6/17/09,C,,
12,F-old,Farrah,FAR,F,Conception,11/13/09,P,,Fritter
13,F-old,Farrah,FAR,F,Birth,5/15/10,L,,Fritter
14,F-old,Farrah,FAR,F,END,7/16/10,,,
3,F-old,Farrah,FAR,F,Female maturation,NA,C,,
4,F-old,Farrah,FAR,F,First Birth,NA,L,,
2,F-old,Farrah,FAR,F,Independent,NA,Natal,,
1,F-old,Fasika,FAS,F,DOB,1/1/06,Natal,Faye,
2,F-old,Fasika,FAS,F,Independent,4/25/07,Natal,Faye,
3,F-old,Fasika,FAS,F,START,1/1/06,,Faye,
5,F-old,Fasika,FAS,F,END,4/25/07,,Faye,
1,F-old,Fawcett,FAW,F,DOB,10/27/07,Natal,Farrah,
2,F-old,Fawcett,FAW,F,START,10/27/07,,Farrah,
3,F-old,Fawcett,FAW,F,Independent,3/31/09,Natal,Farrah,
4,F-old,Fawcett,FAW,F,Takeover,6/17/09,,Farrah,
5,F-old,Fawcett,FAW,F,END,7/16/10,,Farrah,
1,F-old,Faye,FAY,F,DOB,7/20/94,Natal,#N/A,
5,F-old,Faye,FAY,F,Birth,1/1/06,L,#N/A,Fasika
6,F-old,Faye,FAY,F,START,1/14/06,L,#N/A,Fasika
7,F-old,Faye,FAY,F,Wean (swell),4/25/07,C,#N/A,Fasika
8,F-old,Faye,FAY,F,Conception,10/21/08,P,#N/A,Foo
9,F-old,Faye,FAY,F,Birth,4/22/09,L,#N/A,Foo
10,F-old,Faye,FAY,F,Inf Death,6/17/09,C,#N/A,Foo
11,F-old,Faye,FAY,F,Takeover,6/17/09,C,#N/A,
12,F-old,Faye,FAY,F,END,7/16/10,,#N/A,
3,F-old,Faye,FAY,F,Female maturation,NA,C,#N/A,
4,F-old,Faye,FAY,F,First Birth,NA,L,#N/A,
2,F-old,Faye,FAY,F,Independent,NA,Natal,#N/A,
1,F-old,Felix,FEL,M,DOB,1/1/05,Natal,Farrah,
2,F-old,Felix,FEL,M,START,1/1/06,Natal,Farrah,
3,F-old,Felix,FEL,M,Independent,2/12/07,Natal,Farrah,
4,F-old,Felix,FEL,M,END,NA,Natal,Farrah,
1,F-old,Fema,FEM,F,DOB,12/15/04,Natal,Fantine,
2,F-old,Fema,FEM,F,Independent,1/10/07,Natal,Fantine,
3,F-old,Fema,FEM,F,Female maturation,1/10/07,C,Fantine,
4,F-old,Fema,FEM,F,START,2/22/10,C,Fantine,
5,F-old,Fema,FEM,F,END,7/16/10,,Fantine,
1,F-old,Fidget,FID,F,DOB,6/15/04,Natal,Fifa,
2,F-old,Fidget,FID,F,START,3/9/09,,Fifa,
3,F-old,Fidget,FID,F,Female maturation,5/20/09,C,Fifa,
4,F-old,Fidget,FID,F,Takeover,6/17/09,C,Fifa,
5,F-old,Fidget,FID,F,END,7/16/10,,Fifa,
1,F-old,Fifa,FIF,F,DOB,7/21/88,Natal,,
5,F-old,Fifa,FIF,F,Birth,6/15/04,L,,Fidget
